,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
3279,49722,Livonia Commons,2014-01-15T00:00:00,,969838.0,481,WILLIAMS AVENUE,Brooklyn,11207.0,3038197501.0,3418180.0,BK-05,42,1130.0,BK85,40.663863,-73.897661,40.66402,-73.89744499999999,2015-10-21T00:00:00,New Construction,No,Non Prevailing Wage,0,24,27,0,0,1,15,14,17,6,0,0,0,0,52,0,52,52
3278,49722,Livonia Commons,2014-01-15T00:00:00,,948724.0,494,GEORGIA AVENUE,Brooklyn,11207.0,3038207501.0,3418179.0,BK-05,42,1130.0,BK85,40.664165999999994,-73.89585500000001,40.66418,-73.89633,2016-04-25T00:00:00,New Construction,No,Non Prevailing Wage,0,89,0,0,0,1,43,22,20,5,0,0,0,0,90,0,90,90
3277,49722,Livonia Commons,2014-01-15T00:00:00,,948723.0,494,SHEFFIELD AVE,Brooklyn,11207.0,3038047501.0,3421640.0,BK-05,42,1126.0,BK85,40.664945,-73.895111,40.6648,-73.895511,2016-04-22T00:00:00,New Construction,No,Non Prevailing Wage,0,11,72,0,0,1,6,32,41,5,0,0,0,0,84,0,84,84
3276,49722,Livonia Commons,2014-01-15T00:00:00,,948722.0,491,SHEFFIELD AVENUE,Brooklyn,11207.0,3038057501.0,3413699.0,BK-05,42,1126.0,BK85,40.664986,-73.8951,40.66492,-73.894805,2015-10-21T00:00:00,New Construction,No,Non Prevailing Wage,0,29,22,0,0,1,9,20,17,6,0,0,0,0,52,0,52,52
3245,44250,MERCY. 485 4TH AVE. MERCY HOME,2014-02-06T00:00:00,,927161.0,487,4 AVENUE,Brooklyn,11215.0,3010280007.0,,BK-06,39,139.0,BK37,40.668453,-73.990289,40.66826,-73.990004,,New Construction,No,Non Prevailing Wage,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,8
3224,49588,My Micro NY fka Adapt NYC/Micro Units,2014-02-26T00:00:00,,949027.0,335,EAST 27 STREET,Manhattan,10016.0,1009337501.0,1084666.0,MN-06,2,66.0,MN20,40.739565999999996,-73.977039,40.73985,-73.977417,2016-04-15T00:00:00,New Construction,No,Non Prevailing Wage,8,0,11,0,3,1,23,0,0,0,0,0,0,0,23,0,23,55
3186,50473,The Bedford,2014-03-28T00:00:00,,952671.0,3160,WEBSTER AVENUE,Bronx,10467.0,2033577501.0,2128546.0,BX-07,11,425.0,BX43,40.872282,-73.87562,40.87239,-73.87501999999999,,New Construction,No,Non Prevailing Wage,0,0,12,0,0,0,0,6,6,0,0,0,0,0,12,0,12,60
3089,50248,MHANY 2,2014-06-18T00:00:00,,398650.0,307,WYONA STREET,Brooklyn,11207.0,3037410004.0,3083932.0,BK-05,37,1152.0,BK82,40.671423,-73.892794,40.67135,-73.89250899999999,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3088,50248,MHANY 2,2014-06-18T00:00:00,,398640.0,285,WYONA STREET,Brooklyn,11207.0,3037410013.0,3083940.0,BK-05,37,1152.0,BK82,40.671828999999995,-73.892894,40.67184,-73.89263100000001,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3087,50248,MHANY 2,2014-06-18T00:00:00,,369344.0,735,SHEFFIELD AVENUE,Brooklyn,11207.0,3043220054.0,3097298.0,BK-05,42,1104.0,BK82,40.659194,-73.892165,40.659209999999995,-73.891876,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,1,1,0,0,0,0,3,0,3,3
3086,50248,MHANY 2,2014-06-18T00:00:00,,363970.0,74,ROGERS AVENUE,Brooklyn,11216.0,3012320021.0,3031176.0,BK-08,36,221.0,BK61,40.674145,-73.952893,40.67413,-73.953188,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,2,2
3085,50248,MHANY 2,2014-06-18T00:00:00,,363912.0,60,ROGERS AVENUE,Brooklyn,11216.0,3012250020.0,3030928.0,BK-08,36,221.0,BK61,40.674754,-73.952835,40.67479,-73.95308299999999,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3084,50248,MHANY 2,2014-06-18T00:00:00,,357152.0,451,PROSPECT PLACE,Brooklyn,11238.0,3011550077.0,3028649.0,BK-08,35,305.0,BK61,40.676097,-73.961353,40.67635,-73.96130600000001,,Preservation,No,Non Prevailing Wage,0,0,9,0,0,0,2,0,0,7,0,0,0,0,9,0,9,9
3083,50248,MHANY 2,2014-06-18T00:00:00,,354114.0,2156,PITKIN AVENUE,Brooklyn,11207.0,3037410017.0,3083944.0,BK-05,37,1152.0,BK82,40.672326,-73.892893,40.6721,-73.892771,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3
3082,50248,MHANY 2,2014-06-18T00:00:00,,349890.0,1932,PACIFIC STREET,Brooklyn,11233.0,3013440124.0,3035745.0,BK-08,41,307.0,BK61,40.676173999999996,-73.922839,40.67592,-73.92241,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3
3081,50248,MHANY 2,2014-06-18T00:00:00,,349884.0,1920,PACIFIC STREET,Brooklyn,11233.0,3013440118.0,3035739.0,BK-08,41,307.0,BK61,40.676190000000005,-73.923123,40.675940000000004,-73.9229,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3
3080,50248,MHANY 2,2014-06-18T00:00:00,,349855.0,1892,PACIFIC STREET,Brooklyn,11233.0,3013440104.0,3035731.0,BK-08,41,307.0,BK61,40.676251,-73.924255,40.676,-73.92399999999999,,Preservation,No,Non Prevailing Wage,0,0,4,0,0,0,0,2,0,1,1,0,0,0,4,0,4,4
3079,50248,MHANY 2,2014-06-18T00:00:00,,309562.0,519,HEGEMAN AVENUE,Brooklyn,11207.0,3042980048.0,3096416.0,BK-05,42,1128.0,BK85,40.659686,-73.89224300000001,40.659859999999995,-73.892416,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,2,0,1,0,0,0,3,0,3,3
3078,50248,MHANY 2,2014-06-18T00:00:00,,309559.0,514,HEGEMAN AVENUE,Brooklyn,11207.0,3043210009.0,3097256.0,BK-05,42,1104.0,BK82,40.659521000000005,-73.892578,40.65933,-73.892449,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3
3077,50248,MHANY 2,2014-06-18T00:00:00,,221746.0,655,CLASSON AVENUE,Brooklyn,11238.0,3011420006.0,3028013.0,BK-08,35,305.0,BK61,40.677963,-73.958951,40.677890000000005,-73.95869499999999,,Preservation,No,Non Prevailing Wage,0,0,5,0,0,0,0,2,1,2,0,0,0,0,5,0,5,5
3076,50248,MHANY 2,2014-06-18T00:00:00,,221738.0,644,CLASSON AVENUE,Brooklyn,11238.0,3011410049.0,3027995.0,BK-08,35,305.0,BK61,40.677869,-73.959005,40.67791,-73.959293,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2
3075,50248,MHANY 2,2014-06-18T00:00:00,,219567.0,546,CHESTER STREET,Brooklyn,11212.0,3036130053.0,3082603.0,BK-16,42,916.0,BK81,40.658215000000006,-73.908789,40.6581,-73.90898,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
3074,50248,MHANY 2,2014-06-18T00:00:00,,219551.0,519,CHESTER STREET,Brooklyn,11212.0,3036140026.0,3082617.0,BK-16,42,916.0,BK81,40.658701,-73.908893,40.658770000000004,-73.908629,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,2
3073,50248,MHANY 2,2014-06-18T00:00:00,,219546.0,510,CHESTER STREET,Brooklyn,11212.0,3036130038.0,3082595.0,BK-16,42,916.0,BK81,40.658882,-73.908961,40.658879999999996,-73.909245,,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,0,0,1,5,0,0,0,0,6,0,6,6
3072,50248,MHANY 2,2014-06-18T00:00:00,,219540.0,497,CHESTER STREET,Brooklyn,11212.0,3036140032.0,3082621.0,BK-16,42,916.0,BK81,40.65911,-73.908996,40.65913,-73.908834,,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,6,6
3071,50248,MHANY 2,2014-06-18T00:00:00,,211306.0,294,BRADFORD STREET,Brooklyn,11207.0,3037410030.0,3083954.0,BK-05,37,1152.0,BK82,40.671911,-73.89199599999999,40.671890000000005,-73.892277,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
3070,50248,MHANY 2,2014-06-18T00:00:00,,205660.0,1435,BEDFORD AVENUE,Brooklyn,11216.0,3012320007.0,3031170.0,BK-08,36,221.0,BK61,40.674088,-73.953827,40.67405,-73.953542,,Preservation,No,Non Prevailing Wage,0,0,5,0,0,0,1,1,1,2,0,0,0,0,5,0,5,5
3069,50248,MHANY 2,2014-06-18T00:00:00,,183277.0,1494,DEAN STREET,Brooklyn,11213.0,3013460009.0,3035759.0,BK-08,36,311.0,BK61,40.676254,-73.93855699999999,40.67613,-73.9385,,Preservation,No,Non Prevailing Wage,0,0,5,0,0,0,1,1,1,2,0,0,0,0,5,0,5,5
3030,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,120990.0,88,WEST 169 STREET,Bronx,10452.0,2025170030.0,2003310.0,BX-04,16,211.0,BX26,40.839481,-73.92308299999999,40.839220000000005,-73.92321,,Preservation,No,Non Prevailing Wage,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,13,13,13
3029,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,115544.0,1707,TOPPING AVENUE,Bronx,10457.0,2027910044.0,2007349.0,BX-04,15,22902.0,BX41,40.844395,-73.905801,40.84447,-73.906061,,Preservation,No,Non Prevailing Wage,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,32,32,32
3028,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,112044.0,1087,SUMMIT AVENUE,Bronx,10452.0,2025260070.0,2003491.0,BX-04,16,193.0,BX26,40.835444,-73.928953,40.83546,-73.92919499999999,,Preservation,No,Non Prevailing Wage,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,21,21,21
3027,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,100202.0,934,OGDEN AVENUE,Bronx,10452.0,2025110025.0,2003178.0,BX-04,8,189.0,BX26,40.831286999999996,-73.930298,40.83135,-73.929955,,Preservation,No,Non Prevailing Wage,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,16,16,16
3026,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,56949.0,1680,CLAY AVENUE,Bronx,10457.0,2028890001.0,2009326.0,BX-04,15,165.0,BX01,40.843601,-73.904909,40.843540000000004,-73.904707,,Preservation,No,Non Prevailing Wage,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,20,20,20
3025,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,45594.0,1705,ANTHONY AVENUE,Bronx,10457.0,2028890018.0,2009331.0,BX-04,15,165.0,BX01,40.844242,-73.904251,40.84435,-73.90441,,Preservation,No,Non Prevailing Wage,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,21,21,21
3024,50278,Promesa Housing Development Fund Corporation,2014-06-24T00:00:00,,45438.0,946,ANDERSON AVENUE,Bronx,10452.0,2025040053.0,2003036.0,BX-04,8,189.0,BX26,40.830841,-73.92818100000001,40.830729999999996,-73.927964,,Preservation,No,Non Prevailing Wage,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,16,16,16
3000,51607,261 Hudson Street,2014-06-26T00:00:00,2017-08-29T00:00:00,953385.0,261,HUDSON STREET,Manhattan,10013.0,1005947511.0,1090602.0,MN-02,3,37.0,MN24,40.724919,-74.00773199999999,,,2017-08-29T00:00:00,New Construction,No,Non Prevailing Wage,0,0,41,0,0,0,16,16,9,0,0,0,0,0,41,0,41,201
2994,50609,1095 Bushwick Ave HDFC,2014-06-26T00:00:00,,215649.0,1095,BUSHWICK AVENUE,Brooklyn,11221.0,3033490001.0,3076547.0,BK-04,34,399.0,BK78,40.690172,-73.91931,40.69037,-73.91904699999999,,Preservation,No,Non Prevailing Wage,0,7,6,1,0,1,0,9,4,0,2,0,0,0,5,10,15,15
2986,48906,CAMBA GARDENS 2. 560 WINTHROP,2014-06-26T00:00:00,,948178.0,560,WINTHROP STREET,Brooklyn,11203.0,3048290005.0,,BK-09,40,808.0,BK60,40.657646,-73.941519,40.65724,-73.940903,2016-11-30T00:00:00,New Construction,No,Prevailing Wage,182,0,110,0,0,1,175,28,62,28,0,0,0,0,293,0,293,293
2984,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63059.0,481,EAST 140 STREET,Bronx,10454.0,2022850058.0,2000340.0,BX-01,8,39.0,BX39,40.809435,-73.919624,40.80958,-73.919415,,Preservation,No,Non Prevailing Wage,0,0,7,0,3,1,0,0,1,0,10,0,0,0,11,0,11,11
2983,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63057.0,471,EAST 140 STREET,Bronx,10454.0,2022850061.0,2000342.0,BX-01,8,39.0,BX39,40.809528,-73.919848,40.80968,-73.91964899999999,,Preservation,No,Non Prevailing Wage,0,0,10,0,0,1,0,0,1,0,10,0,0,0,11,0,11,11
2982,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63055.0,465,EAST 140 STREET,Bronx,10454.0,2022850063.0,2000343.0,BX-01,8,39.0,BX39,40.809585999999996,-73.91998199999999,40.80973,-73.91976899999999,,Preservation,No,Non Prevailing Wage,0,0,6,0,4,0,0,0,0,0,10,0,0,0,10,0,10,10
2981,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63054.0,461,EAST 140 STREET,Bronx,10454.0,2022850064.0,2000344.0,BX-01,8,39.0,BX39,40.809624,-73.92007199999999,40.809779999999996,-73.919888,,Preservation,No,Non Prevailing Wage,0,0,8,0,12,0,0,10,10,0,0,0,0,0,20,0,20,20
2980,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63053.0,455,EAST 140 STREET,Bronx,10454.0,2022850066.0,2000345.0,BX-01,8,39.0,BX39,40.809678999999996,-73.92020600000001,40.80983,-73.920011,,Preservation,No,Non Prevailing Wage,0,0,16,0,4,1,0,10,11,0,0,0,0,0,21,0,21,21
2979,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63052.0,451,EAST 140 STREET,Bronx,10454.0,2022850067.0,2000346.0,BX-01,8,39.0,BX39,40.809718,-73.920296,40.80988,-73.92013,,Preservation,No,Non Prevailing Wage,0,0,17,0,3,0,0,10,10,0,0,0,0,0,20,0,20,20
2978,48679,NEP Round 1 Mott Haven,2014-06-26T00:00:00,,63048.0,445,EAST 140 STREET,Bronx,10454.0,2022850069.0,2000347.0,BX-01,8,39.0,BX39,40.809775,-73.92043000000001,40.80993,-73.920249,,Preservation,No,Non Prevailing Wage,0,0,18,0,2,1,0,10,11,0,0,0,0,0,21,0,21,21
2971,44288,DEAN STREET RESIDENCES CONDOMINIUM,2014-06-26T00:00:00,2018-06-18T00:00:00,947361.0,2398,DEAN STREET,Brooklyn,11233.0,3014500008.0,,BK-16,37,36502.0,BK79,40.674568,-73.90776,40.674409999999995,-73.907984,2018-06-18T00:00:00,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
2970,44288,DEAN STREET RESIDENCES CONDOMINIUM,2014-06-26T00:00:00,2018-06-18T00:00:00,947360.0,2394,DEAN STREET,Brooklyn,11233.0,3014500008.0,,BK-16,37,36502.0,BK79,40.674572999999995,-73.90785799999999,40.674409999999995,-73.907984,2018-06-08T00:00:00,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
2969,44288,DEAN STREET RESIDENCES CONDOMINIUM,2014-06-26T00:00:00,2018-06-18T00:00:00,947359.0,2390,DEAN STREET,Brooklyn,11233.0,3014500008.0,,BK-16,37,36502.0,BK79,40.674579,-73.907955,40.674409999999995,-73.907984,2018-06-08T00:00:00,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3
2968,44288,DEAN STREET RESIDENCES CONDOMINIUM,2014-06-26T00:00:00,2018-06-18T00:00:00,946784.0,203,MOTHER GASTON BOULEVARD,Brooklyn,11233.0,3014500008.0,,BK-16,37,36502.0,BK79,40.674439,-73.908312,40.674409999999995,-73.907984,2018-06-08T00:00:00,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
2965,52182,DANIEL GILMARTIN HDFC,2014-06-27T00:00:00,,510585.0,53-11,99 STREET,Queens,11368.0,4019360020.0,4047630.0,QN-04,21,44301.0,QN25,40.739992,-73.86092,40.74035,-73.860364,2014-06-27T00:00:00,Preservation,Yes,Non Prevailing Wage,0,151,0,0,0,0,151,0,0,0,0,0,0,0,151,0,151,151
2935,44225,Brook Avenue Apartments,2014-06-27T00:00:00,2016-12-28T00:00:00,955261.0,455,EAST 147 STREET,Bronx,10455.0,2022927501.0,,BX-01,8,43.0,BX39,40.813947999999996,-73.916682,,,2016-12-28T00:00:00,New Construction,No,Non Prevailing Wage,0,14,40,0,0,1,7,35,12,1,0,0,0,0,55,0,55,55
2934,44225,Brook Avenue Apartments,2014-06-27T00:00:00,2016-12-28T00:00:00,927748.0,469,EAST 147 STREET,Bronx,10455.0,2022927501.0,2129098.0,BX-01,8,43.0,BX39,40.813854,-73.9164,,,2016-12-23T00:00:00,New Construction,No,Non Prevailing Wage,0,0,11,0,0,0,0,1,10,0,0,0,0,0,11,0,11,11
2921,47858,800 E 173 LLC,2014-06-30T00:00:00,,65623.0,800,EAST 173 STREET,Bronx,10460.0,2029390100.0,2009868.0,BX-03,17,155.0,BX75,40.836781,-73.890475,40.83663,-73.890594,,Preservation,No,Non Prevailing Wage,0,0,26,1,0,0,0,6,6,15,0,0,0,0,27,0,27,27
2920,47841,1490 CROTONA PARK EAST,2014-06-30T00:00:00,,59988.0,1490,CROTONA PARK EAST,Bronx,10457.0,2029420001.0,,BX-03,17,163.0,BX99,40.837941,-73.89525400000001,40.83853,-73.89299100000001,2015-04-30T00:00:00,Preservation,No,Non Prevailing Wage,0,0,38,0,0,1,0,14,20,5,0,0,0,0,39,0,39,39
2919,45326,High Hawk,2014-06-30T00:00:00,2018-01-29T00:00:00,934081.0,1776,BOSTON ROAD,Bronx,10460.0,2029910005.0,,BX-03,17,161.0,BX75,40.837938,-73.886812,40.83765,-73.886769,2018-01-29T00:00:00,New Construction,No,Non Prevailing Wage,0,0,18,54,0,1,1,16,48,8,0,0,0,0,73,0,73,73
2916,44319,Williamsburg Apartments,2014-06-30T00:00:00,2017-12-29T00:00:00,955283.0,356,BEDFORD AVENUE,Brooklyn,11249.0,3024307501.0,3397101.0,BK-01,34,551.0,BK73,40.712164,-73.962789,,,2017-11-08T00:00:00,New Construction,No,Non Prevailing Wage,5,1,13,0,0,0,0,6,10,3,0,0,0,0,19,0,19,19
2915,44319,Williamsburg Apartments,2014-06-30T00:00:00,2017-12-29T00:00:00,955280.0,33,TEN EYCK STREET,Brooklyn,11206.0,3027910037.0,,BK-01,34,513.0,BK73,40.709658000000005,-73.949466,40.70986,-73.949473,2017-12-29T00:00:00,New Construction,No,Non Prevailing Wage,3,1,13,0,0,1,0,9,9,0,0,0,0,0,18,0,18,18
2907,51357,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),2014-07-09T00:00:00,2016-11-16T00:00:00,951689.0,525,WEST 145 STREET,Manhattan,10031.0,1020777501.0,1061933.0,MN-09,7,229.0,MN04,40.825612,-73.948479,,,2016-11-16T00:00:00,New Construction,No,Non Prevailing Wage,0,15,48,0,15,1,19,48,12,0,0,0,0,0,79,0,79,79
2881,49544,BRC. 330 EAST 4TH ST. CLYDE BURTON,2014-08-08T00:00:00,,10734.0,330,EAST 4 STREET,Manhattan,10009.0,1003730018.0,1004386.0,MN-03,2,2601.0,MN28,40.721788000000004,-73.979022,40.72161,-73.979159,,Preservation,No,Non Prevailing Wage,33,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,33,33
2871,58505,Navy Pier Apartments (20140207),2014-08-19T00:00:00,2017-10-16T00:00:00,962555.0,355,FRONT STREET,Staten Island,10304.0,5004870050.0,,SI-01,49,21.0,SI37,40.629346999999996,-74.074578,40.62795,-74.07373,2017-10-16T00:00:00,New Construction,No,Non Prevailing Wage,0,0,57,0,0,0,40,11,6,0,0,0,0,0,57,0,57,57
2869,44333,HIGHBRIDGE CDC. 1448 PLIMPTON AVE. ARTSBRIDGE,2014-08-21T00:00:00,2017-10-27T00:00:00,955937.0,1450,PLIMPTON AVENUE,Bronx,10452.0,2028740027.0,,BX-04,16,21302.0,BX26,40.843998,-73.92200799999999,40.84406,-73.921693,2017-10-27T00:00:00,New Construction,No,Prevailing Wage,61,0,0,0,0,1,0,61,1,0,0,0,0,0,62,0,62,62
2817,55511,Arverne/Nordak,2014-09-23T00:00:00,,811201.0,353,BEACH 57 STREET,Queens,11692.0,4158950050.0,4436427.0,QN-14,31,97204.0,QN12,40.593738,-73.78714000000001,40.59363,-73.78799000000001,,Preservation,No,Non Prevailing Wage,0,0,0,0,343,0,0,0,0,0,0,0,0,343,0,343,343,343
2806,50104,Crotona Terrace I aka 1825 Boston Road,2014-10-02T00:00:00,2016-10-28T00:00:00,927022.0,1825,BOSTON ROAD,Bronx,10460.0,2029847503.0,2124684.0,BX-03,17,161.0,BX75,40.838878,-73.885209,,,2016-10-28T00:00:00,New Construction,No,Non Prevailing Wage,0,0,79,0,0,1,20,19,41,0,0,0,0,0,80,0,80,80
2785,65068,338 AND 340 ELDERT STREET,2014-10-24T00:00:00,2018-05-08T00:00:00,948048.0,340,ELDERT STREET,Brooklyn,11237.0,3034190028.0,,BK-04,37,437.0,BK77,40.693540999999996,-73.90635999999999,40.69348,-73.906079,2018-05-08T00:00:00,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,8
2777,58491,Locust Manor Family II (20136069),2014-10-30T00:00:00,2016-12-20T00:00:00,968970.0,126-02,LOCUST MANOR LANE,Queens,11434.0,4125290205.0,,QN-12,27,33401.0,QN08,40.680371,-73.77219699999999,40.680040000000005,-73.772046,2016-12-20T00:00:00,New Construction,No,Non Prevailing Wage,8,3,42,0,0,1,0,25,29,0,0,0,0,0,54,0,54,54
2773,52241,606 West 57th Street,2014-10-30T00:00:00,,977581.0,606,WEST 57 STREET,Manhattan,10019.0,1011040031.0,1090190.0,MN-04,6,135.0,MN15,40.770531,-73.991945,40.77043,-73.992671,,New Construction,No,Non Prevailing Wage,0,0,206,0,0,0,44,87,69,6,0,0,0,0,206,0,206,1028
2732,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957420.0,1276,37 STREET,Brooklyn,11218.0,3052950113.0,3395136.0,BK-12,39,226.0,BK88,40.64215,-73.98581,40.64172,-73.985414,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2731,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957390.0,1270,37 STREET,Brooklyn,11218.0,3052950112.0,3395135.0,BK-12,39,226.0,BK88,40.642205,-73.985904,40.6418,-73.985551,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2730,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957389.0,1264,37 STREET,Brooklyn,11218.0,3052950111.0,3395134.0,BK-12,39,226.0,BK88,40.642262,-73.985997,40.6419,-73.98570600000001,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2729,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957388.0,1232,37 STREET,Brooklyn,11218.0,3052950108.0,3395131.0,BK-12,39,226.0,BK88,40.642567,-73.986502,40.64241,-73.98654499999999,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2728,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957387.0,1226,37 STREET,Brooklyn,11218.0,3052950107.0,3395130.0,BK-12,39,226.0,BK88,40.642621999999996,-73.98659599999999,40.6425,-73.986696,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2727,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957384.0,1220,37 STREET,Brooklyn,11218.0,3052950106.0,3395129.0,BK-12,39,226.0,BK88,40.642679,-73.986689,40.642590000000006,-73.98684399999999,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2726,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957383.0,1214,37 STREET,Brooklyn,11218.0,3052950105.0,3395128.0,BK-12,39,226.0,BK88,40.642737,-73.986783,40.64268,-73.986995,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2725,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957382.0,1208,37 STREET,Brooklyn,11218.0,3052950104.0,3395127.0,BK-12,39,226.0,BK88,40.642792,-73.986877,40.64277,-73.987147,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2724,44265,CULVER EL PHASE I,2014-11-25T00:00:00,,957381.0,1204,37 STREET,Brooklyn,11218.0,3052950004.0,3395126.0,BK-12,39,226.0,BK88,40.64283,-73.986941,40.64285,-73.98728,,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
2714,52733,HCCI 2,2014-12-04T00:00:00,,941090.0,86,WEST 120 STREET,Manhattan,10027.0,1017180069.0,1083964.0,MN-10,9,200.0,MN11,40.804337,-73.947245,40.80431,-73.94752700000001,2017-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,4,4,0,0,0,0,0,8,0,8,8
2713,52733,HCCI 2,2014-12-04T00:00:00,,42410.0,308,WEST 150 STREET,Manhattan,10039.0,1020450100.0,1060849.0,MN-10,9,259.0,MN03,40.82608,-73.93981,40.82611,-73.940457,2014-12-04T00:00:00,Preservation,No,Non Prevailing Wage,0,0,6,12,0,0,1,0,17,0,0,0,0,0,18,0,18,18
2712,52733,HCCI 2,2014-12-04T00:00:00,,42408.0,302,WEST 150 STREET,Manhattan,10039.0,1020450097.0,1060847.0,MN-10,9,259.0,MN03,40.826063,-73.93977,40.826,-73.940186,2014-12-04T00:00:00,Preservation,No,Non Prevailing Wage,0,0,0,7,0,0,1,4,2,0,0,0,0,0,7,0,7,7
