,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
1474,58589,Madison EDJ LLC,2016-06-29T00:00:00,,330821.0,246,MADISON STREET,Brooklyn,11216.0,3018230027.0,3051637.0,BK-03,36,249.0,BK75,40.6849,-73.948937,40.684670000000004,-73.948937,,Preservation,No,Non Prevailing Wage,0,1,4,0,2,0,0,0,3,3,1,0,0,0,7,0,7,7
1473,58589,Madison EDJ LLC,2016-06-29T00:00:00,,317083.0,273,JEFFERSON AVENUE,Brooklyn,11216.0,3018290078.0,3052046.0,BK-03,36,267.0,BK75,40.68371,-73.946392,40.6839,-73.946702,,Preservation,No,Non Prevailing Wage,0,0,1,1,1,0,0,1,1,1,0,0,0,0,3,0,3,3
1472,58589,Madison EDJ LLC,2016-06-29T00:00:00,,306841.0,188,HANCOCK STREET,Brooklyn,11216.0,3018380022.0,3052670.0,BK-03,36,249.0,BK75,40.682718,-73.948369,40.68249,-73.948293,,Preservation,No,Non Prevailing Wage,0,0,4,1,0,0,0,0,4,1,0,0,0,0,5,0,5,5
1471,58589,Madison EDJ LLC,2016-06-29T00:00:00,,306817.0,165,HANCOCK STREET,Brooklyn,11216.0,3018330079.0,3052337.0,BK-03,36,249.0,BK75,40.682652000000004,-73.949083,40.68284,-73.949324,,Preservation,No,Non Prevailing Wage,0,1,2,0,1,0,0,0,3,1,0,0,0,0,4,0,4,4
1470,57772,Douglaston.155-175 Friendship Lane. Seaview C,2016-06-29T00:00:00,2018-08-07T00:00:00,967357.0,175,FRIENDSHIP LANE,Staten Island,10314.0,,,SI-02,50,181.0,SI24,40.595753,-74.130505,,,2018-08-07T00:00:00,New Construction,No,Prevailing Wage,80,0,0,0,0,0,41,39,0,0,0,0,0,0,80,0,80,80
1469,57772,Douglaston.155-175 Friendship Lane. Seaview C,2016-06-29T00:00:00,2018-08-07T00:00:00,967356.0,155,FRIENDSHIP LANE,Staten Island,10314.0,,,SI-02,50,181.0,SI24,40.595626,-74.130724,,,2018-08-07T00:00:00,New Construction,No,Prevailing Wage,80,0,0,0,0,1,41,39,1,0,0,0,0,0,81,0,81,81
1468,55036,TLK Manor,2016-06-29T00:00:00,,968113.0,917,WESTCHESTER AVENUE,Bronx,10459.0,2026980075.0,2005371.0,BX-02,17,12901.0,BX33,40.82145,-73.89818100000001,40.8218,-73.898115,,New Construction,No,Non Prevailing Wage,10,0,34,0,0,1,6,22,10,7,0,0,0,0,45,0,45,45
1467,55036,TLK Manor,2016-06-29T00:00:00,,965812.0,944,ROGERS PLACE,Bronx,10459.0,2026990007.0,,BX-02,17,12901.0,BX33,40.822312,-73.897837,40.822359999999996,-73.897605,,New Construction,No,Non Prevailing Wage,7,0,31,0,0,0,5,20,8,5,0,0,0,0,38,0,38,38
1465,50411,LPC Warehouse/ Williamsburg Bridgeview,2016-06-29T00:00:00,,958174.0,101,SOUTH 5 STREET,Brooklyn,11249.0,3024430006.0,,BK-01,34,549.0,BK73,40.711514,-73.96436899999999,40.711729999999996,-73.964304,,New Construction,No,Non Prevailing Wage,16,0,38,0,0,1,12,15,27,1,0,0,0,0,55,0,55,55
1464,48643,BRIDGE.425 E 161ST ST. MELROSE SITE C SHLP PORTION,2016-06-29T00:00:00,2018-05-10T00:00:00,972670.0,425,EAST 161 STREET,Bronx,10451.0,2023830039.0,,BX-03,17,141.0,BX35,40.82398,-73.9131,40.82407,-73.912695,2018-05-10T00:00:00,New Construction,No,Prevailing Wage,58,0,0,0,0,1,59,0,0,0,0,0,0,0,59,0,59,59
1463,44295,Van Sinderen Plaza,2016-06-29T00:00:00,,965150.0,170,NEW LOTS AVENUE,Brooklyn,11207.0,,,BK-05,42,1132.0,BK85,40.659157,-73.89909899999999,,,,New Construction,No,Non Prevailing Wage,7,11,10,0,0,0,0,3,16,9,0,0,0,0,28,0,28,28
1462,44295,Van Sinderen Plaza,2016-06-29T00:00:00,,965149.0,679,VAN SINDEREN AVENUE,Brooklyn,11207.0,3038500005.0,,BK-05,42,1132.0,BK85,40.659906,-73.899419,40.65974,-73.899178,,New Construction,No,Non Prevailing Wage,11,22,68,0,0,1,0,47,39,16,0,0,0,0,102,0,102,102
1461,65111,11-07 WELLING COURT,2016-06-30T00:00:00,,703413.0,11-07,WELLING COURT,Queens,11102.0,4005070019.0,4617739.0,QN-01,22,81.0,QN71,40.771802,-73.933216,40.77171,-73.932887,,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,6,27
1449,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,968807.0,616,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079751.0,MN-09,7,22302.0,MN06,40.820406,-73.955821,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1448,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,968806.0,612,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079749.0,MN-09,7,22302.0,MN06,40.820378000000005,-73.955752,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,24,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1447,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,968805.0,610,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079748.0,MN-09,7,22302.0,MN06,40.820362,-73.95571899999999,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1446,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,968804.0,606,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079746.0,MN-09,7,22302.0,MN06,40.820334,-73.955651,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,24,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1445,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,968803.0,604,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079745.0,MN-09,7,22302.0,MN06,40.820318,-73.955618,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,23,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,23,23
1444,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,943790.0,16,WEST 111 STREET,Manhattan,10026.0,1015940042.0,1078799.0,MN-10,9,186.0,MN11,40.797808,-73.949584,40.797709999999995,-73.949836,,Preservation,No,Non Prevailing Wage,25,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25
1443,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,805950.0,614,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079750.0,MN-09,7,22302.0,MN06,40.820392,-73.955788,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,24,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1442,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,805949.0,608,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079747.0,MN-09,7,22302.0,MN06,40.820347999999996,-73.955687,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1441,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,803906.0,2411,8 AVENUE,Manhattan,10027.0,1019550026.0,1084065.0,MN-10,9,215.0,MN03,40.812827,-73.94924,40.81324,-73.949601,,Preservation,No,Non Prevailing Wage,97,0,0,0,0,0,0,97,0,0,0,0,0,0,97,0,97,97
1440,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,40789.0,618,WEST 135 STREET,Manhattan,10031.0,1020010050.0,1079752.0,MN-09,7,22302.0,MN06,40.820419,-73.955857,40.82058,-73.956962,,Preservation,No,Non Prevailing Wage,24,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1439,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,40784.0,602,WEST 135 STREET,Manhattan,10031.0,1020010038.0,1079744.0,MN-09,7,22302.0,MN06,40.820304,-73.95558199999999,40.8203,-73.956287,,Preservation,No,Non Prevailing Wage,0,0,24,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1438,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37907.0,8,WEST 111 STREET,Manhattan,10026.0,1015940042.0,1078798.0,MN-10,9,186.0,MN11,40.797732,-73.949399,40.797709999999995,-73.949836,,Preservation,No,Non Prevailing Wage,50,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,50,50
1437,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37892.0,52,WEST 111 STREET,Manhattan,10026.0,1015940065.0,1051405.0,MN-10,9,186.0,MN11,40.798152,-73.950407,40.79838,-73.95144,,Preservation,No,Non Prevailing Wage,25,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25
1436,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37886.0,46,WEST 111 STREET,Manhattan,10026.0,1015940061.0,1051404.0,MN-10,9,186.0,MN11,40.798094,-73.95026999999999,40.79827,-73.951162,,Preservation,No,Non Prevailing Wage,25,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,25,25
1435,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37885.0,40,WEST 111 STREET,Manhattan,10026.0,1015940058.0,1051403.0,MN-10,9,186.0,MN11,40.798035999999996,-73.950132,40.79815,-73.950884,,Preservation,No,Non Prevailing Wage,0,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25
1434,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37884.0,32,WEST 111 STREET,Manhattan,10026.0,1015940054.0,1051402.0,MN-10,9,186.0,MN11,40.797959999999996,-73.94994799999999,40.79803,-73.950609,,Preservation,No,Non Prevailing Wage,0,24,0,0,0,0,0,12,0,12,0,0,0,0,24,0,24,24
1433,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,37876.0,24,WEST 111 STREET,Manhattan,10026.0,1015940050.0,1051401.0,MN-10,9,186.0,MN11,40.797885,-73.949764,40.797909999999995,-73.95030899999999,,Preservation,No,Non Prevailing Wage,0,24,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24
1432,59946,Tahl-Propp - AIMCO,2016-06-30T00:00:00,,28109.0,400,ST NICHOLAS AVENUE,Manhattan,10027.0,1019550026.0,1084066.0,MN-10,9,215.0,MN03,40.813701,-73.949922,40.81324,-73.949601,,Preservation,No,Non Prevailing Wage,108,0,0,0,0,0,0,108,0,0,0,0,0,0,108,0,108,108
1427,58562,Lindville Housing,2016-06-30T00:00:00,,100435.0,3555,OLINVILLE AVENUE,Bronx,10467.0,2046410016.0,2093522.0,BX-12,12,378.0,BX44,40.879075,-73.867634,40.879290000000005,-73.867778,,Preservation,No,Non Prevailing Wage,0,142,0,0,0,1,0,9,47,52,35,0,0,0,0,143,143,143
1426,58015,284-298 East 162nd Street,2016-06-30T00:00:00,,966812.0,294,EAST 162 STREET,Bronx,10451.0,2024217501.0,2128995.0,BX-04,17,173.0,BX14,40.826203,-73.916977,,,,New Construction,No,Non Prevailing Wage,37,0,88,0,0,1,30,34,42,20,0,0,0,0,126,0,126,126
1425,55263,St. Albans Cycle Of Life,2016-06-30T00:00:00,,966134.0,118-35,FARMERS BOULEVARD,Queens,11412.0,4126030063.0,,QN-12,27,394.0,QN08,40.689392,-73.762087,40.68933,-73.761597,,New Construction,No,Non Prevailing Wage,8,20,38,0,0,1,0,33,34,0,0,0,0,0,67,0,67,67
1424,55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,2016-06-30T00:00:00,,972215.0,4439,3 AVENUE,Bronx,10457.0,2030480039.0,,BX-06,15,37504.0,BX17,40.852134,-73.89276600000001,40.852309999999996,-73.893026,,New Construction,No,Non Prevailing Wage,29,0,103,0,0,1,21,61,34,17,0,0,0,0,133,0,133,133
1423,55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,2016-06-30T00:00:00,,966128.0,4507,3 AVENUE,Bronx,10457.0,2030510034.0,,BX-06,15,385.0,BX01,40.853563,-73.891434,40.85378,-73.89184200000001,,New Construction,No,Non Prevailing Wage,66,0,115,0,0,0,14,84,53,30,0,0,0,0,181,0,181,181
1422,54909,LIVONIA PHASE II SITES 6-8,2016-06-30T00:00:00,,972724.0,500,LIVONIA AVENUE,Brooklyn,11207.0,3038170020.0,,BK-05,42,1132.0,BK85,40.664015,-73.898933,40.66377,-73.899085,,New Construction,No,Non Prevailing Wage,8,22,60,0,0,0,15,42,18,15,0,0,0,0,90,0,90,90
1421,54909,LIVONIA PHASE II SITES 6-8,2016-06-30T00:00:00,,972723.0,449,HINSDALE STREET,Brooklyn,11207.0,3038180122.0,,BK-05,42,1130.0,BK85,40.663759000000006,-73.89859100000001,40.66388,-73.898368,,New Construction,No,Non Prevailing Wage,7,30,24,0,0,1,6,21,23,12,0,0,0,0,62,0,62,62
1420,54909,LIVONIA PHASE II SITES 6-8,2016-06-30T00:00:00,,971874.0,487,LIVONIA AVENUE,Brooklyn,11207.0,3038000001.0,3346238.0,BK-05,42,1132.0,BK85,40.66398,-73.89929000000001,40.66421,-73.89920699999999,,New Construction,No,Non Prevailing Wage,9,20,60,0,0,1,15,42,18,15,0,0,0,0,90,0,90,90
1419,52979,SUS. 1434 UNDERCLIFF AVE,2016-06-30T00:00:00,,966154.0,1434,UNDERCLIFF AVENUE,Bronx,10452.0,2025370006.0,2128323.0,BX-04,16,201.0,BX26,40.844145000000005,-73.925242,40.8438,-73.925185,,New Construction,No,Prevailing Wage,45,0,29,0,0,1,65,0,10,0,0,0,0,0,75,0,75,75
1418,50157,346 Bergen Street,2016-06-30T00:00:00,,927198.0,344,BERGEN STREET,Brooklyn,11217.0,3003890028.0,,BK-02,33,127.0,BK38,40.682846000000005,-73.980541,40.682590000000005,-73.980501,,New Construction,No,Non Prevailing Wage,0,0,0,5,18,1,3,9,12,0,0,0,0,0,24,0,24,24
1417,48014,TBX901-RSE,2016-06-30T00:00:00,,113781.0,3531,3 AVENUE,Bronx,10456.0,2023730043.0,2091169.0,BX-03,16,145.0,BX01,40.831472,-73.905653,40.831590000000006,-73.905938,,Preservation,No,Non Prevailing Wage,0,0,14,0,0,0,2,9,3,0,0,0,0,0,14,0,14,14
1416,48014,TBX901-RSE,2016-06-30T00:00:00,,88674.0,625,JEFFERSON PLACE,Bronx,10456.0,2029350001.0,2009764.0,BX-03,16,149.0,BX35,40.833537,-73.90032,40.83363,-73.900244,,Preservation,No,Non Prevailing Wage,0,0,16,0,0,0,0,0,1,1,14,0,0,0,16,0,16,16
1415,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,972363.0,463,TOMPKINS AVENUE,Brooklyn,11216.0,3018520008.0,,BK-03,36,269.0,BK75,40.681538,-73.943539,40.68156,-73.94326099999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1414,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,972362.0,461,TOMPKINS AVENUE,Brooklyn,11216.0,3018520009.0,3425165.0,BK-03,36,269.0,BK75,40.681604,-73.94355300000001,40.68161,-73.943272,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1413,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927982.0,327,CLIFTON PLACE,Brooklyn,11216.0,3017890080.0,,BK-03,36,251.0,BK75,40.689254,-73.950333,40.689479999999996,-73.95021700000001,,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,2,2
1412,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927981.0,494,GATES AVENUE,Brooklyn,11216.0,3018140015.0,,BK-03,36,265.0,BK75,40.686696999999995,-73.946354,40.68649,-73.946167,,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2
1411,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927626.0,720,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910019.0,3425329.0,BK-03,36,263.0,BK75,40.690684000000005,-73.944259,40.69045,-73.94430600000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1410,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927625.0,718,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910018.0,3425328.0,BK-03,36,263.0,BK75,40.690676,-73.944321,40.69044,-73.944375,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1409,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927624.0,716,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910017.0,3425327.0,BK-03,36,263.0,BK75,40.690670000000004,-73.94438199999999,40.69044,-73.94444,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1408,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927618.0,666,GREENE AVENUE,Brooklyn,11221.0,3018010008.0,,BK-03,36,279.0,BK35,40.689469,-73.941797,40.68923,-73.942025,,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,2,2
1407,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,927191.0,22,VAN BUREN STREET,Brooklyn,11221.0,3017950015.0,,BK-03,36,263.0,BK75,40.689937,-73.944263,40.68969,-73.944393,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,2,2
1406,44285,VAN BUREN/GREENE,2016-06-30T00:00:00,,331134.0,633,MADISON STREET,Brooklyn,11221.0,3016410068.0,,BK-03,36,293.0,BK35,40.686892,-73.931765,40.6871,-73.931887,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,2,2
1378,54984,610 WEST 178 ST. HDFC,2016-07-01T00:00:00,,43339.0,608,WEST 178 STREET,Manhattan,10033.0,1021440038.0,1063548.0,MN-12,10,263.0,MN36,40.847508000000005,-73.93555400000001,40.84744,-73.936042,,Preservation,No,Non Prevailing Wage,2,15,5,0,0,0,0,0,7,11,4,0,0,0,22,0,22,22
1377,52461,92 St. Nicholas Avenue HDFC,2016-07-01T00:00:00,,28287.0,92,ST NICHOLAS AVENUE,Manhattan,10026.0,1018240055.0,1055039.0,MN-10,9,218.0,MN11,40.802102000000005,-73.952567,40.801970000000004,-73.952232,,Preservation,No,Non Prevailing Wage,7,36,12,0,0,1,0,1,0,6,49,0,0,0,13,43,56,56
1375,58235,Phipps. 760-770 East Tremont.Lee Goodwin Residence,2016-07-06T00:00:00,,104376.0,1946,PROSPECT AVENUE,Bronx,10457.0,2029560005.0,2010058.0,BX-06,17,36502.0,BX17,40.844083000000005,-73.889263,40.84405,-73.888941,,Preservation,No,Prevailing Wage,60,0,0,0,0,1,44,16,1,0,0,0,0,0,61,0,61,61
1354,59387,145 Madison Avenue,2016-08-01T00:00:00,,968963.0,145,MADISON AVENUE,Manhattan,10016.0,1008610059.0,1016998.0,MN-05,2,74.0,MN17,40.746235999999996,-73.984059,40.746109999999994,-73.983814,,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,1,3,0,0,0,0,0,0,4,0,4,70
1348,65113,3677 WHITE PLAINS ROAD,2016-08-08T00:00:00,,966545.0,3677,WHITE PLAINS ROAD,Bronx,10467.0,2046470046.0,2128893.0,BX-12,12,378.0,BX44,40.880951,-73.864296,40.8813,-73.86488100000001,,New Construction,No,Non Prevailing Wage,0,0,24,0,0,0,0,12,12,0,0,0,0,0,24,0,24,118
1346,65119,ORIGINAL ME-CO ENTERPRISES LTD,2016-08-10T00:00:00,,375598.0,303,STANHOPE STREET,Brooklyn,11237.0,3032590049.0,,BK-04,37,443.0,BK77,40.702523,-73.918657,40.70261,-73.918902,,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,10
1342,60361,81 Madison St.,2016-08-17T00:00:00,,25115.0,81,MADISON STREET,Manhattan,10002.0,1002770004.0,1079222.0,MN-03,1,8.0,MN27,40.712156,-73.99610799999999,40.71237,-73.99622,,Preservation,No,Non Prevailing Wage,2,2,16,0,0,0,0,20,0,0,0,0,0,0,20,0,20,20
1339,58992,775 Jennings St HDFC,2016-08-18T00:00:00,,88707.0,775,JENNINGS STREET,Bronx,10459.0,2029620046.0,2010203.0,BX-03,16,151.0,BX35,40.831945000000005,-73.89698299999999,40.83209,-73.897008,,Preservation,No,Non Prevailing Wage,1,12,0,0,0,0,0,0,5,4,4,0,0,0,3,10,13,13
1337,55205,608 Franklin Avenue,2016-08-23T00:00:00,2018-03-15T00:00:00,966091.0,1036,DEAN STREET,Brooklyn,11238.0,3011427501.0,,BK-08,35,305.0,BK61,40.677659999999996,-73.955919,,,2018-03-15T00:00:00,New Construction,No,Non Prevailing Wage,0,0,24,0,0,0,1,20,3,0,0,0,0,0,24,0,24,120
1335,60049,West 204 Street Project,2016-08-24T00:00:00,,806010.0,432,WEST 204 STREET,Manhattan,10034.0,1022000009.0,1079982.0,MN-12,10,299.0,MN01,40.862045,-73.919138,40.86206,-73.91976700000001,,Preservation,No,Non Prevailing Wage,2,14,10,5,0,0,5,16,9,1,0,0,0,0,31,0,31,31
1334,60049,West 204 Street Project,2016-08-24T00:00:00,,806009.0,428,WEST 204 STREET,Manhattan,10034.0,1022000009.0,1079981.0,MN-12,10,299.0,MN01,40.862026,-73.919087,40.86206,-73.91976700000001,,Preservation,No,Non Prevailing Wage,6,11,8,1,0,0,0,11,10,5,0,0,0,0,26,0,26,26
1333,60049,West 204 Street Project,2016-08-24T00:00:00,,43662.0,436,WEST 204 STREET,Manhattan,10034.0,1022000009.0,1079983.0,MN-12,10,299.0,MN01,40.862066999999996,-73.919189,40.86206,-73.91976700000001,,Preservation,No,Non Prevailing Wage,7,9,9,0,0,1,0,11,10,5,0,0,0,0,26,0,26,26
1326,57533,CROWN GARDENS HOUSING CORPORATION,2016-09-08T00:00:00,,355186.0,1238,PRESIDENT STREET,Brooklyn,11225.0,3012830001.0,3337867.0,BK-09,35,319.0,BK63,40.667962,-73.948784,40.667609999999996,-73.949916,,Preservation,No,Non Prevailing Wage,3,229,6,0,0,1,26,91,90,32,0,0,0,0,0,239,239,239
1325,65098,2222 JACKSON AVENUE,2016-09-09T00:00:00,,970398.0,22-22,JACKSON AVENUE,Queens,11101.0,4000720073.0,4596261.0,QN-02,26,19.0,QN31,40.745405,-73.946686,40.74495,-73.946495,,New Construction,No,Non Prevailing Wage,0,0,35,0,0,0,10,16,6,3,0,0,0,0,35,0,35,175
1322,53484,GOTHAM RESIDENTIAL,2016-09-09T00:00:00,,965665.0,158,EAST 126 STREET,Manhattan,10035.0,1017747501.0,,MN-11,9,196.0,MN34,40.804778999999996,-73.936318,40.80441,-73.936427,,New Construction,No,Non Prevailing Wage,0,0,47,0,0,0,14,28,5,0,0,0,0,0,47,0,47,233
1319,65141,44-46 STANHOPE STREET,2016-09-14T00:00:00,,968921.0,44,STANHOPE STREET,Brooklyn,11221.0,3032650011.0,,BK-04,34,421.0,BK78,40.695784,-73.92525,40.69546,-73.925135,,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,1,3,0,0,0,0,0,0,4,0,4,20
1315,65131,THE SUTTON,2016-09-21T00:00:00,,686.0,963,1 AVENUE,Manhattan,10022.0,1013450030.0,1039803.0,MN-06,4,98.0,MN19,40.755666,-73.964865,40.75578,-73.965165,,New Construction,No,Non Prevailing Wage,0,0,0,0,23,0,2,8,13,0,0,0,0,0,23,0,23,114
1313,59740,COMMUNITY ACCESS.111 EAST 172ND STREET,2016-09-22T00:00:00,,969539.0,111,EAST 172 STREET,Bronx,10452.0,2028350012.0,2129011.0,BX-04,14,209.0,BX63,40.841459,-73.914056,40.84167,-73.913691,,New Construction,No,Non Prevailing Wage,60,0,65,0,0,1,68,0,58,0,0,0,0,0,126,0,126,126
1312,58965,CONCERN. WEST 21ST STREET. CONEY ISLAND,2016-09-22T00:00:00,,969652.0,3003,WEST 21 STREET,Brooklyn,11224.0,3070720001.0,3423863.0,BK-13,47,352.0,BK21,40.574252,-73.98756,40.5743,-73.987268,,New Construction,No,Prevailing Wage,82,0,52,0,0,1,82,27,20,6,0,0,0,0,135,0,135,135
1310,58302,305 E. 171ST STREET HDFC,2016-09-23T00:00:00,,65391.0,305,EAST 171 STREET,Bronx,10457.0,2027840039.0,2007254.0,BX-04,16,225.0,BX14,40.838656,-73.909705,40.83872,-73.90956,,Preservation,No,Non Prevailing Wage,2,6,0,0,0,1,0,0,9,0,0,0,0,0,0,9,9,9
1304,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,388945.0,840,WASHINGTON AVENUE,Brooklyn,11238.0,3011760098.0,3029544.0,BK-08,35,215.0,BK64,40.673037,-73.96285400000001,40.672959999999996,-73.963128,,Preservation,No,Non Prevailing Wage,5,1,7,0,0,0,3,3,7,0,0,0,0,0,13,0,13,13
1303,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,388933.0,802,WASHINGTON AVENUE,Brooklyn,11238.0,3011730053.0,3029404.0,BK-08,35,207.0,BK64,40.673995,-73.963041,40.674009999999996,-73.96338,,Preservation,No,Non Prevailing Wage,6,0,6,0,0,0,8,0,4,0,0,0,0,0,12,0,12,12
1302,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,351171.0,165,PARK AVENUE,Brooklyn,11205.0,3020310057.0,3058003.0,BK-02,35,211.0,BK68,40.696228000000005,-73.972831,40.69642,-73.972892,,Preservation,No,Non Prevailing Wage,0,0,9,0,0,0,2,7,0,0,0,0,0,0,9,0,9,9
1301,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,329199.0,74,LOTT STREET,Brooklyn,11226.0,3051270016.0,3117703.0,BK-17,40,794.0,BK95,40.647708,-73.95420899999999,40.64776,-73.954429,,Preservation,No,Non Prevailing Wage,2,0,2,0,0,0,2,0,2,0,0,0,0,0,4,0,4,4
1300,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,329197.0,72,LOTT STREET,Brooklyn,11226.0,3051270015.0,3117702.0,BK-17,40,794.0,BK95,40.647749,-73.95420899999999,40.64781,-73.954432,,Preservation,No,Non Prevailing Wage,2,0,2,0,0,0,2,0,2,0,0,0,0,0,4,0,4,4
1299,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,2016-10-06T00:00:00,,322143.0,368,LAFAYETTE AVENUE,Brooklyn,11238.0,3019480028.0,3055591.0,BK-02,35,231.0,BK69,40.688772,-73.96087299999999,40.68857,-73.96067099999999,,Preservation,No,Non Prevailing Wage,4,0,4,0,0,0,1,7,0,0,0,0,0,0,8,0,8,8
