,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
2630,58513,Marcus Garvey Apartments (20140295),2014-12-16T00:00:00,2016-12-21T00:00:00,213475.0,227,DUMONT AVENUE,Brooklyn,11212.0,3035590001.0,3081764.0,BK-16,41,924.0,BK81,40.663841,-73.91103000000001,40.66414,-73.910785,2016-12-21T00:00:00,Preservation,No,Non Prevailing Wage,0,0,93,0,0,2,3,13,40,28,11,0,0,0,95,0,95,95
2628,65132,1238 DECATUR STREET,2014-12-17T00:00:00,2017-10-04T00:00:00,952454.0,1238,DECATUR STREET,Brooklyn,11207.0,3034350028.0,3079751.0,BK-04,37,411.0,BK78,40.68957,-73.906748,40.68952,-73.906571,2017-10-04T00:00:00,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,15
2626,55396,North Shore Plaza_ML,2014-12-18T00:00:00,2016-12-17T00:00:00,746078.0,85,HOLLAND AVENUE,Staten Island,10303.0,5012720011.0,5109139.0,SI-01,49,31902.0,SI12,40.638543,-74.17123199999999,40.6391,-74.17023499999999,2016-12-17T00:00:00,Preservation,No,Non Prevailing Wage,429,0,107,0,0,0,0,0,0,0,0,0,0,536,536,0,536,536
2624,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,109442.0,1291,SHERIDAN AVENUE,Bronx,10456.0,2028310032.0,2007978.0,BX-04,16,17902.0,BX14,40.836165,-73.914663,40.836290000000005,-73.91488000000001,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,38,2,0,0,0,1,0,1,31,9,0,0,0,0,41,0,41,41
2623,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,109441.0,1280,SHERIDAN AVENUE,Bronx,10456.0,2024530055.0,2002694.0,BX-04,16,17901.0,BX14,40.835811,-73.914985,40.83566,-73.91476800000001,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,51,3,1,1,0,1,0,19,25,13,0,0,0,0,57,0,57,57
2622,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,109440.0,1279,SHERIDAN AVENUE,Bronx,10456.0,2024570050.0,2002776.0,BX-04,16,17901.0,BX14,40.835844,-73.914978,40.83594,-73.91520899999999,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,24,2,1,0,0,0,0,10,12,5,0,0,0,0,27,0,27,27
2621,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,97703.0,997,MORRIS AVENUE,Bronx,10456.0,2024470056.0,2002521.0,BX-04,16,18302.0,BX14,40.828783,-73.916703,40.82889,-73.916981,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,9,3,2,2,0,0,0,1,7,4,4,0,0,0,16,0,16,16
2620,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,97700.0,986,MORRIS AVENUE,Bronx,10456.0,2024320005.0,2002179.0,BX-04,16,173.0,BX14,40.828775,-73.91668100000001,40.82869,-73.91637800000001,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,20,6,3,0,0,1,0,6,15,8,1,0,0,0,30,0,30,30
2619,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,97364.0,1295,MORRIS AVENUE,Bronx,10456.0,2028160070.0,2007805.0,BX-04,16,17902.0,BX14,40.83556,-73.91328,40.83562,-73.91305899999999,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,34,6,2,1,0,0,0,21,22,0,0,0,0,0,43,0,43,43
2618,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,82104.0,1294,GRANT AVENUE,Bronx,10456.0,2028160001.0,2007791.0,BX-04,16,17902.0,BX14,40.835974,-73.913561,40.83573,-73.913395,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,35,4,3,0,0,1,0,21,13,9,0,0,0,0,35,8,43,43
2617,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,78268.0,1104,FINDLAY AVENUE,Bronx,10456.0,2024340047.0,2002269.0,BX-04,16,175.0,BX14,40.830128,-73.91389000000001,40.83021,-73.913536,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,33,5,2,1,0,1,0,14,10,6,12,0,0,0,42,0,42,42
2616,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,78260.0,1055,FINDLAY AVENUE,Bronx,10456.0,2024330023.0,2002218.0,BX-04,16,175.0,BX14,40.829473,-73.914299,40.82973,-73.914451,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,41,5,1,0,0,1,2,16,25,5,0,0,0,0,48,0,48,48
2615,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,78256.0,1041,FINDLAY AVENUE,Bronx,10456.0,2024330028.0,2002219.0,BX-04,16,175.0,BX14,40.829245,-73.914433,40.82936,-73.914661,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,51,8,9,1,0,1,0,2,35,33,0,0,0,0,70,0,70,70
2614,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,65117.0,266,EAST 169 STREET,Bronx,10456.0,2024500031.0,2002616.0,BX-04,16,17901.0,BX14,40.835359000000004,-73.913106,40.83521,-73.91329499999999,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,29,2,3,0,0,0,0,16,13,5,0,0,0,0,34,0,34,34
2613,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,65116.0,256,EAST 169 STREET,Bronx,10456.0,2024500029.0,2002615.0,BX-04,16,17901.0,BX14,40.835477000000004,-73.913453,40.83535,-73.913627,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,17,0,2,0,0,1,0,1,9,6,4,0,0,0,20,0,20,20
2612,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,64864.0,210,EAST 166 STREET,Bronx,10456.0,2024560051.0,2002737.0,BX-04,16,18102.0,BX14,40.831243,-73.917806,40.83103,-73.917828,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,33,0,2,0,0,1,0,14,18,4,0,0,0,0,36,0,36,36
2611,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,64753.0,268,EAST 165 STREET,Bronx,10456.0,2024470051.0,2002519.0,BX-04,16,18302.0,BX14,40.829337,-73.916547,40.82918,-73.916674,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,6,1,0,0,0,0,0,0,3,1,3,0,0,0,7,0,7,7
2610,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,56814.0,1140,CLAY AVENUE,Bronx,10456.0,2024260012.0,2002070.0,BX-04,16,143.0,BX14,40.83064,-73.91156600000001,40.83067,-73.911284,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,38,9,5,1,0,1,0,24,5,14,11,0,0,0,54,0,54,54
2609,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,56810.0,1124,CLAY AVENUE,Bronx,10456.0,2024260008.0,2002069.0,BX-04,16,143.0,BX14,40.830259000000005,-73.91178000000001,40.83028,-73.911501,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,41,11,2,0,0,0,11,22,10,11,0,0,0,0,54,0,54,54
2608,52721,Morrisania Portfolio,2014-12-18T00:00:00,2015-12-17T00:00:00,56808.0,1120,CLAY AVENUE,Bronx,10456.0,2024260004.0,2002068.0,BX-04,16,143.0,BX14,40.830152000000005,-73.911838,40.82989,-73.911722,2015-12-17T00:00:00,Preservation,No,Non Prevailing Wage,45,5,1,2,0,1,0,20,9,14,11,0,0,0,54,0,54,54
2605,51779,9306 Shore Front Parkway,2014-12-18T00:00:00,2017-03-23T00:00:00,911614.0,93-06,SHORE FRONT PARKWAY,Queens,11693.0,4161390011.0,4617165.0,QN-14,32,94203.0,QN12,40.584004,-73.81483100000001,40.58432,-73.815187,2017-03-23T00:00:00,New Construction,No,Non Prevailing Wage,0,13,0,50,0,1,4,34,20,6,0,0,0,0,64,0,64,64
2603,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,40741.0,235,WEST 135 STREET,Manhattan,10030.0,1019410011.0,1058877.0,MN-10,9,228.0,MN03,40.815996000000005,-73.945318,40.816320000000005,-73.945386,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,2,6,0,0,0,0,4,4,0,0,0,0,0,8,0,8,8
2602,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,40739.0,233,WEST 135 STREET,Manhattan,10030.0,1019410012.0,1058878.0,MN-10,9,228.0,MN03,40.815965999999996,-73.94524200000001,40.81629,-73.945307,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
2601,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,40737.0,231,WEST 135 STREET,Manhattan,10030.0,1019410013.0,1058879.0,MN-10,9,228.0,MN03,40.815933,-73.94516999999999,40.81625,-73.945227,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
2600,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,40735.0,229,WEST 135 STREET,Manhattan,10030.0,1019410014.0,1058880.0,MN-10,9,228.0,MN03,40.815902,-73.945094,40.81622,-73.945151,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,2,6,0,0,0,0,4,4,0,0,0,0,0,8,0,8,8
2599,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,40723.0,216,WEST 135 STREET,Manhattan,10030.0,1019400039.0,1058844.0,MN-10,9,228.0,MN03,40.815595,-73.944411,40.81536,-73.944559,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
2598,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,28134.0,490,ST NICHOLAS AVENUE,Manhattan,10030.0,1019590056.0,1059458.0,MN-10,9,22102.0,MN03,40.816634,-73.948225,40.81674,-73.947813,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,3,12,0,0,0,1,3,11,0,0,0,0,0,15,0,15,15
2597,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,28132.0,488,ST NICHOLAS AVENUE,Manhattan,10030.0,1019590058.0,1059459.0,MN-10,9,22102.0,MN03,40.816559999999996,-73.948258,40.81664,-73.94785999999999,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,14,0,0,1,0,2,13,0,0,0,0,0,15,0,15,15
2596,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,4091.0,2540,FREDERICK DOUGLASS BOULEVARD,Manhattan,10030.0,1019410003.0,1058870.0,MN-10,9,228.0,MN03,40.816732,-73.946365,40.81668,-73.946047,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,7,10,0,0,0,4,9,4,0,0,0,0,0,17,0,17,17
2595,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,4083.0,2518,FREDERICK DOUGLASS BOULEVARD,Manhattan,10030.0,1019400003.0,1084051.0,MN-10,9,228.0,MN03,40.816084000000004,-73.946838,40.815979999999996,-73.946513,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,3,18,1,0,0,8,10,4,0,0,0,0,0,22,0,22,22
2594,50184,STRIVERS PLAZA II,2014-12-18T00:00:00,2017-07-13T00:00:00,3548.0,2312,ADAM C POWELL BOULEVARD,Manhattan,10030.0,1019410036.0,1058898.0,MN-10,9,228.0,MN03,40.815723,-73.943407,40.81603,-73.94367,2017-07-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,0,4,4,0,0,0,0,8,0,8,8
2593,49711,490 Myrtle Ave.,2014-12-18T00:00:00,2016-08-09T00:00:00,946596.0,490,MYRTLE AVENUE,Brooklyn,11205.0,3019057502.0,3054893.0,BK-02,35,193.0,BK69,40.693462,-73.96549300000001,40.6932,-73.965331,2016-08-09T00:00:00,New Construction,No,Non Prevailing Wage,0,0,19,0,0,0,5,7,7,0,0,0,0,0,19,0,19,93
2591,48731,TBX909-Erickson,2014-12-19T00:00:00,2018-01-23T00:00:00,941025.0,62,WEST 176 STREET,Bronx,10453.0,2028660074.0,2008462.0,BX-05,14,21502.0,BX36,40.848677,-73.914372,40.84858,-73.915037,2018-01-23T00:00:00,Preservation,No,Non Prevailing Wage,0,0,12,0,0,0,1,5,5,0,1,0,0,0,12,0,12,12
2590,48731,TBX909-Erickson,2014-12-19T00:00:00,2018-01-23T00:00:00,941024.0,1770,TOWNSEND AVENUE,Bronx,10453.0,2028500040.0,2008213.0,BX-05,14,22701.0,BX41,40.847854,-73.911077,40.8478,-73.910799,2016-10-27T00:00:00,Preservation,No,Non Prevailing Wage,0,0,56,0,0,1,0,39,13,5,0,0,0,0,57,0,57,57
2589,48731,TBX909-Erickson,2014-12-19T00:00:00,2018-01-23T00:00:00,121088.0,66,WEST 176 STREET,Bronx,10453.0,2028660072.0,2008461.0,BX-05,14,21502.0,BX36,40.848688,-73.914419,40.848620000000004,-73.915207,2017-09-08T00:00:00,Preservation,No,Non Prevailing Wage,0,0,19,0,0,1,0,6,14,0,0,0,0,0,20,0,20,20
2588,48731,TBX909-Erickson,2014-12-19T00:00:00,2018-01-23T00:00:00,104337.0,1409,PROSPECT AVENUE,Bronx,10459.0,2029620044.0,2010202.0,BX-03,16,151.0,BX35,40.832347999999996,-73.896625,40.83222,-73.896997,2017-08-29T00:00:00,Preservation,No,Non Prevailing Wage,0,0,11,0,0,0,0,0,1,0,10,0,0,0,11,0,11,11
2585,51278,ARCHER AVENUE,2014-12-22T00:00:00,2018-03-06T00:00:00,951227.0,92-61,165 STREET,Queens,11433.0,4101557501.0,4615173.0,QN-12,27,444.0,QN61,40.703984000000005,-73.79374200000001,40.70397,-73.793367,2018-03-06T00:00:00,New Construction,No,Non Prevailing Wage,0,18,70,0,0,1,24,13,46,6,0,0,0,0,89,0,89,89
2584,51103,601 WEST 59TH STREET (1 WEST END AVENUE),2014-12-22T00:00:00,2017-12-14T00:00:00,953384.0,1,WEST END AVENUE,Manhattan,10023.0,1011717511.0,1088869.0,MN-07,6,151.0,MN14,40.771710999999996,-73.990397,40.7722,-73.990902,2017-12-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,116,0,0,0,27,28,61,0,0,0,0,0,116,0,116,116
2581,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,805037.0,1772,MADISON AVENUE,Manhattan,10035.0,1016220017.0,1080650.0,MN-11,9,184.0,MN34,40.800312,-73.94462299999999,40.80069,-73.94508499999999,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,80,0,0,0,0,0,0,0,0,0,0,80,80,0,80,80
2580,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,306316.0,930,HALSEY STREET,Brooklyn,11233.0,3014950013.0,3339097.0,BK-16,41,373.0,BK79,40.685579,-73.916976,40.68526,-73.916298,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,251,0,0,1,0,0,0,0,0,0,0,252,252,0,252,252
2579,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,64060.0,510,EAST 156 STREET,Bronx,10455.0,2023590210.0,2001152.0,BX-01,17,71.0,BX34,40.819524,-73.911458,40.81899,-73.911459,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,207,0,0,0,0,0,0,0,0,0,0,207,207,0,207,207
2578,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,20311.0,438,EAST 120 STREET,Manhattan,10035.0,1018070030.0,1054869.0,MN-11,8,192.0,MN34,40.797964,-73.932052,40.79769,-73.93204899999999,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,42,0,0,0,0,0,0,0,0,0,0,42,42,0,42,42
2577,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,11879.0,635,EAST 12 STREET,Manhattan,10009.0,1003950009.0,1079061.0,MN-03,2,28.0,MN28,40.727478000000005,-73.977519,40.727779999999996,-73.977641,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,269,0,0,0,0,0,0,0,0,0,0,269,269,0,269,269
2576,55428,NYCHA Section 8,2014-12-23T00:00:00,2016-12-22T00:00:00,10709.0,277,EAST 4 STREET,Manhattan,10009.0,1003870048.0,1004650.0,MN-03,2,2601.0,MN28,40.722716,-73.98116800000001,40.722879999999996,-73.981031,2016-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,24,0,0,0,0,0,0,0,0,0,0,24,24,0,24,24
2571,48646,SKA MARIN. 1918 FIRST AVE. DRAPER HALL,2014-12-24T00:00:00,2017-11-28T00:00:00,375.0,1918,1 AVENUE,Manhattan,10029.0,1016910002.0,1052997.0,MN-11,8,162.0,MN33,40.784985,-73.943444,40.784659999999995,-73.943076,2017-11-28T00:00:00,Preservation,No,Prevailing Wage,202,0,0,0,0,1,2,200,1,0,0,0,0,0,203,0,203,203
2568,52723,Prospect Plaza - Site 2,2014-12-29T00:00:00,2017-01-18T00:00:00,955764.0,396,SARATOGA AVENUE,Brooklyn,11233.0,3014630041.0,3425325.0,BK-16,41,363.0,BK79,40.672159,-73.916899,40.67221,-73.917447,2017-01-18T00:00:00,New Construction,No,Prevailing Wage,42,6,52,0,0,1,0,15,65,21,0,0,0,0,101,0,101,101
2565,53553,Pio Mendez / VIP,2014-12-30T00:00:00,2014-12-30T00:00:00,957474.0,1876,BELMONT AVENUE,Bronx,10457.0,2029460001.0,2086691.0,BX-06,17,36901.0,BX17,40.844581,-73.89305300000001,40.84435,-73.892714,2014-12-30T00:00:00,Preservation,Yes,Non Prevailing Wage,0,91,0,0,0,0,0,91,0,0,0,0,0,0,91,0,91,91
2564,53553,Pio Mendez / VIP,2014-12-30T00:00:00,2014-12-30T00:00:00,807174.0,1291,LAFAYETTE AVENUE,Bronx,10474.0,2027620001.0,2006421.0,BX-02,17,11502.0,BX27,40.816744,-73.88748000000001,40.817,-73.887675,2014-12-30T00:00:00,Preservation,Yes,Non Prevailing Wage,0,91,0,0,0,0,0,91,0,0,0,0,0,0,91,0,91,91
2562,50257,920 Prospect Avenue,2014-12-30T00:00:00,2014-12-30T00:00:00,807175.0,920,PROSPECT AVENUE,Bronx,10459.0,2026900063.0,2115864.0,BX-02,17,12901.0,BX33,40.821703,-73.900768,40.82168,-73.90029100000001,2014-12-30T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,69,0,0,0,0,5,37,27,0,0,0,0,69,0,69,69
2561,49283,The Hub,2014-12-30T00:00:00,2017-11-15T00:00:00,944547.0,333,SCHERMERHORN STREET,Brooklyn,11217.0,3001670013.0,3418263.0,BK-02,33,37.0,BK38,40.687144,-73.981243,40.6874,-73.981008,2017-11-15T00:00:00,New Construction,No,Non Prevailing Wage,0,0,103,0,0,0,33,51,19,0,0,0,0,0,103,0,103,750
2560,53245,3160 Park Avenue (Low Income),2014-12-31T00:00:00,2016-12-15T00:00:00,956798.0,855,COURTLANDT AVENUE,Bronx,10451.0,2024197501.0,2127131.0,BX-03,17,141.0,BX35,40.824253000000006,-73.915802,40.824459999999995,-73.916105,2016-12-15T00:00:00,New Construction,No,Non Prevailing Wage,0,19,75,0,0,1,0,30,50,15,0,0,0,0,95,0,95,152
2559,52661,3160 Park Avenue (Mixed Income),2014-12-31T00:00:00,2016-12-15T00:00:00,956798.0,855,COURTLANDT AVENUE,Bronx,10451.0,2024197501.0,2127131.0,BX-03,17,141.0,BX35,40.824253000000006,-73.915802,40.824459999999995,-73.916105,2016-12-15T00:00:00,New Construction,No,Non Prevailing Wage,0,0,57,0,0,0,0,15,30,12,0,0,0,0,57,0,57,152
2557,50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,2014-12-31T00:00:00,2017-03-17T00:00:00,947649.0,1672,BROADWAY,Brooklyn,11207.0,3015037501.0,3040472.0,BK-16,41,373.0,BK79,40.684214000000004,-73.91278100000001,40.68399,-73.913022,2017-01-20T00:00:00,New Construction,No,Prevailing Wage,50,0,5,0,0,0,40,10,5,0,0,0,0,0,55,0,55,55
2556,50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,2014-12-31T00:00:00,2017-03-17T00:00:00,927138.0,8,ROCKAWAY AVENUE,Brooklyn,11233.0,3015077501.0,3414036.0,BK-16,41,373.0,BK79,40.683362,-73.91165699999999,40.68352,-73.91209599999999,2017-03-17T00:00:00,New Construction,No,Prevailing Wage,56,0,22,0,0,1,37,15,21,6,0,0,0,0,79,0,79,79
2555,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,981460.0,271,WORTMAN AVENUE,Brooklyn,11207.0,3043750001.0,3413736.0,BK-05,42,1106.0,BK82,40.657778,-73.883084,40.658570000000005,-73.883375,2018-01-23T00:00:00,New Construction,No,Non Prevailing Wage,0,0,89,0,0,0,1,65,23,0,0,0,0,0,89,0,89,89
2554,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,981459.0,656,STANLEY AVENUE,Brooklyn,11207.0,3043750001.0,3413737.0,BK-05,42,1106.0,BK82,40.659132,-73.88439699999999,40.658570000000005,-73.883375,2017-07-19T00:00:00,New Construction,No,Non Prevailing Wage,0,0,31,0,0,0,0,15,16,0,0,0,0,0,31,0,31,31
2553,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,981458.0,869,VAN SICLEN AVENUE,Brooklyn,11207.0,3043750001.0,3413778.0,BK-05,42,1106.0,BK82,40.658652000000004,-73.884265,40.658570000000005,-73.883375,2017-04-26T00:00:00,New Construction,No,Non Prevailing Wage,0,1,30,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
2552,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,981457.0,879,VAN SICLEN AVENUE,Brooklyn,11207.0,3043750001.0,3413779.0,BK-05,42,1106.0,BK82,40.658484,-73.88414300000001,40.658570000000005,-73.883375,2017-04-26T00:00:00,New Construction,No,Non Prevailing Wage,0,1,25,0,0,1,0,12,15,0,0,0,0,0,27,0,27,27
2551,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,981192.0,910,HENDRIX PLACE,Brooklyn,11207.0,3043750001.0,3425900.0,BK-05,42,1106.0,BK82,40.65867,-73.88313000000001,40.658570000000005,-73.883375,2017-12-28T00:00:00,New Construction,No,Non Prevailing Wage,0,0,31,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
2550,44281,STANLEY COMMONS,2014-12-31T00:00:00,2018-01-23T00:00:00,980874.0,924,HENDRIX PLACE,Brooklyn,11207.0,3043750001.0,3425901.0,BK-05,42,1106.0,BK82,40.658302,-73.882849,40.658570000000005,-73.883375,2017-12-22T00:00:00,New Construction,No,Non Prevailing Wage,0,1,30,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
2549,58494,Bay Street Senior Housing (20136026),2015-01-05T00:00:00,2017-12-01T00:00:00,941851.0,533,BAY STREET,Staten Island,10304.0,5004900004.0,5113073.0,SI-01,49,21.0,SI37,40.62887,-74.076516,40.6289,-74.07613,2017-12-01T00:00:00,New Construction,No,Non Prevailing Wage,0,66,0,0,0,1,5,61,1,0,0,0,0,0,67,0,67,67
2537,65133,1223 BROADWAY,2015-01-22T00:00:00,2017-11-14T00:00:00,953843.0,1223,BROADWAY,Brooklyn,11221.0,3032830009.0,3422191.0,BK-04,34,395.0,BK78,40.69187,-73.92619599999999,40.69205,-73.926008,2017-11-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,7
2530,54728,HELP. 113 EAST 13TH STREET,2015-02-06T00:00:00,2018-03-05T00:00:00,11890.0,113,EAST 13 STREET,Manhattan,10003.0,1005590055.0,1084305.0,MN-03,2,42.0,MN22,40.733315000000005,-73.98934799999999,40.73339,-73.988966,2018-03-05T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,90,0,0,0,0,40,30,20,0,0,0,0,90,0,90,90
2529,49562,1711 Davidson HDFC,2015-02-06T00:00:00,2018-06-21T00:00:00,60426.0,1711,DAVIDSON AVENUE,Bronx,10453.0,2028670047.0,2008501.0,BX-05,14,217.0,BX36,40.847549,-73.913625,40.84737,-73.914059,2018-06-21T00:00:00,Preservation,No,Non Prevailing Wage,0,48,38,0,0,0,2,39,29,11,0,5,0,0,39,47,86,86
2527,54389,Lands End 1,2015-02-09T00:00:00,2015-02-09T00:00:00,27652.0,255,CLINTON STREET,Manhattan,10002.0,1002467501.0,1084530.0,MN-03,1,6.0,MN28,40.711189000000005,-73.986715,40.71116,-73.987473,2015-02-09T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,0,39,89,1,18,28,54,29,0,0,0,0,129,0,129,256
2524,53519,66 Ainslie Street,2015-02-23T00:00:00,2017-10-23T00:00:00,957418.0,66,AINSLIE STREET,Brooklyn,11211.0,3023750005.0,3062549.0,BK-01,34,513.0,BK73,40.712651,-73.95218,40.71242,-73.95222700000001,2017-10-23T00:00:00,New Construction,No,Non Prevailing Wage,0,0,10,0,0,0,2,8,0,0,0,0,0,0,10,0,10,50
2520,50206,Park Monroe II,2015-02-26T00:00:00,2017-08-07T00:00:00,383480.0,1933,UNION STREET,Brooklyn,11233.0,3013990062.0,3037636.0,BK-08,41,359.0,BK61,40.667452000000004,-73.92419,40.667640000000006,-73.924009,2016-06-20T00:00:00,Preservation,No,Non Prevailing Wage,13,0,52,0,0,1,0,10,35,11,10,0,0,0,66,0,66,66
2519,50206,Park Monroe II,2015-02-26T00:00:00,2017-08-07T00:00:00,383478.0,1920,UNION STREET,Brooklyn,11233.0,3013990115.0,3037639.0,BK-08,41,359.0,BK61,40.667424,-73.923999,40.66722,-73.923934,2016-06-20T00:00:00,Preservation,No,Non Prevailing Wage,9,0,32,0,0,1,0,2,28,6,6,0,0,0,42,0,42,42
2518,50206,Park Monroe II,2015-02-26T00:00:00,2017-08-07T00:00:00,358230.0,495,PUTNAM AVENUE,Brooklyn,11221.0,3018250041.0,3051745.0,BK-03,36,267.0,BK75,40.68499,-73.941776,40.68523,-73.941556,2017-07-26T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3
2517,50206,Park Monroe II,2015-02-26T00:00:00,2017-08-07T00:00:00,351727.0,1939,PARK PLACE,Brooklyn,11233.0,3014650050.0,3039376.0,BK-16,41,363.0,BK79,40.671372,-73.913147,40.671640000000004,-73.91288,2016-06-20T00:00:00,Preservation,No,Non Prevailing Wage,12,0,24,0,0,1,0,6,18,11,2,0,0,0,37,0,37,37
