,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
3271,50682,74 W 105th Street,2014-01-21T00:00:00,2014-01-21T00:00:00,37582.0,74,WEST 105 STREET,Manhattan,10025.0,1018400060.0,1055508.0,MN-07,7,189.0,MN12,40.798269,-73.962676,40.79815,-73.962997,2014-01-21T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,0,10,0,0,0,9,1,0,0,0,0,0,10,0,10,10
3266,50196,Belmont Venezia,2014-01-22T00:00:00,2015-04-13T00:00:00,806410.0,2416,CROTONA AVENUE,Bronx,10458.0,2031040001.0,2092315.0,BX-06,15,393.0,BX06,40.854554,-73.883291,40.85431,-73.883158,2015-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,25,0,0,0,1,15,9,0,0,0,0,0,25,0,25,25
3265,50196,Belmont Venezia,2014-01-22T00:00:00,2015-04-13T00:00:00,806409.0,2412,CROTONA AVENUE,Bronx,10458.0,2031040001.0,2092314.0,BX-06,15,393.0,BX06,40.854475,-73.88333100000001,40.85431,-73.883158,2015-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,25,0,0,0,1,15,9,0,0,0,0,0,25,0,25,25
3264,50196,Belmont Venezia,2014-01-22T00:00:00,2015-04-13T00:00:00,87351.0,2476,HUGHES AVENUE,Bronx,10458.0,2030760039.0,2012230.0,BX-06,15,389.0,BX06,40.85693,-73.885398,40.85667,-73.885139,2015-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,62,0,0,1,0,23,23,17,0,0,0,0,63,0,63,63
3263,50196,Belmont Venezia,2014-01-22T00:00:00,2015-04-13T00:00:00,59948.0,2404,CROTONA AVENUE,Bronx,10458.0,2031040001.0,2092313.0,BX-06,15,393.0,BX06,40.854315,-73.883411,40.85431,-73.883158,2015-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,23,0,0,1,0,4,9,11,0,0,0,0,24,0,24,24
3262,50196,Belmont Venezia,2014-01-22T00:00:00,2015-04-13T00:00:00,49501.0,2431,BELMONT AVENUE,Bronx,10458.0,2030760011.0,2012218.0,BX-06,15,389.0,BX06,40.855396,-73.885752,40.8556,-73.885853,2015-04-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,42,0,0,1,0,6,28,9,0,0,0,0,43,0,43,43
3256,44348,Crossroads Plaza- Rental Low,2014-01-28T00:00:00,2017-04-12T00:00:00,950310.0,501,SOUTHERN BOULEVARD,Bronx,10455.0,2025827502.0,2128607.0,BX-01,8,31.0,BX39,40.811296,-73.9054,40.8117,-73.905338,2017-04-12T00:00:00,New Construction,No,Non Prevailing Wage,0,28,107,0,0,1,0,7,83,46,0,0,0,0,136,0,136,136
3250,65120,THE ROOSEVELT,2014-02-04T00:00:00,2016-09-01T00:00:00,940294.0,40-07,73 STREET,Queens,11377.0,4013057501.0,4030453.0,QN-04,25,265.0,QN50,40.746437,-73.892251,40.74653,-73.89200500000001,2016-09-01T00:00:00,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,1,5,0,0,0,0,0,6,0,6,30
3244,65121,57 AND 59 ORIENT AVENUE,2014-02-07T00:00:00,2017-09-14T00:00:00,953043.0,59,ORIENT AVENUE,Brooklyn,11211.0,3029070047.0,3070238.0,BK-01,34,477.0,BK90,40.715173,-73.939531,40.71544,-73.939358,2017-09-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8
3243,65121,57 AND 59 ORIENT AVENUE,2014-02-07T00:00:00,2017-09-14T00:00:00,950543.0,57,ORIENT AVENUE,Brooklyn,11211.0,3029070049.0,3070239.0,BK-01,34,477.0,BK90,40.715159,-73.939578,40.71541,-73.939459,2017-09-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8
3240,58458,Concern Bergen (20126043),2014-02-11T00:00:00,2017-06-19T00:00:00,208382.0,1552,BERGEN STREET,Brooklyn,11213.0,3013540030.0,3425042.0,BK-08,36,309.0,BK61,40.675101,-73.931827,40.67481,-73.93160400000001,2017-06-19T00:00:00,New Construction,No,Non Prevailing Wage,55,34,0,0,0,1,55,11,24,0,0,0,0,0,90,0,90,90
3237,50392,Promenade Apartments,2014-02-11T00:00:00,2014-02-11T00:00:00,43765.0,150,WEST 225 STREET,Manhattan,10463.0,1022150042.0,1064521.0,MN-08,10,309.0,MN01,40.875121,-73.912461,40.87571,-73.91364300000001,2014-02-11T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,95,0,222,0,0,126,127,64,0,0,0,0,317,0,317,317
3215,47962,TBX902 - Banana Kelly,2014-03-06T00:00:00,2015-12-11T00:00:00,109771.0,914,SIMPSON STREET,Bronx,10459.0,2027230029.0,2005762.0,BX-02,17,89.0,BX27,40.820288,-73.89343199999999,40.82013,-73.89323,2015-12-11T00:00:00,Preservation,No,Prevailing Wage,0,14,16,0,0,1,0,2,15,10,4,0,0,0,31,0,31,31
3214,47962,TBX902 - Banana Kelly,2014-03-06T00:00:00,2015-12-11T00:00:00,60640.0,753,DAWSON STREET,Bronx,10455.0,2026950040.0,2005336.0,BX-02,17,85.0,BX33,40.817376,-73.900098,40.817170000000004,-73.900695,2015-01-30T00:00:00,Preservation,No,Prevailing Wage,0,1,10,0,0,0,0,0,1,10,0,0,0,0,11,0,11,11
3213,44371,Navy Green (Building R2),2014-03-06T00:00:00,2016-03-25T00:00:00,948016.0,8,VANDERBILT AVENUE,Brooklyn,11205.0,3020337502.0,3398205.0,BK-02,35,211.0,BK68,40.69746,-73.97071,40.69753,-73.970966,2016-03-25T00:00:00,New Construction,No,Non Prevailing Wage,0,0,0,67,7,1,0,47,21,7,0,0,0,0,0,75,75,99
3200,48879,Vesta Steinway,2014-03-12T00:00:00,2017-01-31T00:00:00,954108.0,19-73,38 STREET,Queens,11105.0,4008110001.0,4616405.0,QN-01,22,12301.0,QN72,40.777568,-73.901635,40.77708,-73.90156,2017-01-31T00:00:00,Preservation,No,Non Prevailing Wage,0,0,17,66,0,1,12,36,30,6,0,0,0,0,84,0,84,84
3198,65123,THE STACK,2014-03-14T00:00:00,2015-08-31T00:00:00,935095.0,4857,BROADWAY,Manhattan,10034.0,1022380033.0,1089788.0,MN-12,10,295.0,MN01,40.866733,-73.923919,40.86695,-73.924338,2015-08-31T00:00:00,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,3,3,0,0,0,0,0,6,0,6,27
3196,52436,153 Manhattan Ave HDFC Extended Affordability,2014-03-19T00:00:00,2014-03-19T00:00:00,25199.0,161,MANHATTAN AVENUE,Manhattan,10025.0,1018430016.0,1055685.0,MN-07,7,193.0,MN09,40.799553,-73.960833,40.79975,-73.961039,2014-03-19T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,18,0,0,0,0,10,4,4,0,0,0,0,18,0,18,18
3195,52436,153 Manhattan Ave HDFC Extended Affordability,2014-03-19T00:00:00,2014-03-19T00:00:00,25198.0,157,MANHATTAN AVENUE,Manhattan,10025.0,1018430015.0,1055684.0,MN-07,7,193.0,MN09,40.799490000000006,-73.96088,40.799659999999996,-73.961108,2014-03-19T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,24,0,0,0,0,19,5,0,0,0,0,0,24,0,24,24
3194,52436,153 Manhattan Ave HDFC Extended Affordability,2014-03-19T00:00:00,2014-03-19T00:00:00,25197.0,153,MANHATTAN AVENUE,Manhattan,10025.0,1018430014.0,1055683.0,MN-07,7,193.0,MN09,40.799427,-73.960927,40.79956,-73.96118,2014-03-19T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,21,0,0,1,1,0,16,5,0,0,0,0,22,0,22,22
3182,50252,El Borinquen II,2014-03-31T00:00:00,2014-03-31T00:00:00,11742.0,630,EAST 11 STREET,Manhattan,10009.0,1003930022.0,1004885.0,MN-03,2,28.0,MN28,40.726965,-73.978298,40.726729999999996,-73.978306,2014-03-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,10,0,0,0,1,0,9,0,0,0,0,0,10,0,10,10
3181,50252,El Borinquen II,2014-03-31T00:00:00,2014-03-31T00:00:00,6628.0,143,AVENUE D,Manhattan,10009.0,1003790032.0,1004552.0,MN-03,2,28.0,MN28,40.724748999999996,-73.975269,40.72483,-73.975499,2014-03-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,17,0,0,0,4,0,9,4,0,0,0,0,17,0,17,17
3150,52224,Fairmont Place HDFC,2014-05-07T00:00:00,2014-05-07T00:00:00,77578.0,793,FAIRMOUNT PLACE,Bronx,10460.0,2029550044.0,2010050.0,BX-06,17,36502.0,BX17,40.842766,-73.889149,40.8427,-73.888553,2014-05-07T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,0,26,0,0,9,14,3,0,0,0,0,0,26,0,26,26
3148,58514,CABS Senior Housing (20140198),2014-05-09T00:00:00,2016-07-14T00:00:00,230298.0,590,DEKALB AVENUE,Brooklyn,11205.0,3017780049.0,3049616.0,BK-03,36,241.0,BK75,40.691201,-73.952812,40.69086,-73.952903,2016-07-14T00:00:00,Preservation,No,Non Prevailing Wage,0,0,110,0,0,1,55,55,1,0,0,0,0,0,111,0,111,111
3141,55500,Carnegie Park,2014-05-14T00:00:00,2015-11-12T00:00:00,1869.0,1675,3 AVENUE,Manhattan,10128.0,1015397502.0,1048916.0,MN-08,5,154.0,MN32,40.783739000000004,-73.95038100000001,40.78335,-73.949999,2015-11-12T00:00:00,Preservation,No,Non Prevailing Wage,0,0,92,0,0,0,0,0,0,0,0,0,0,92,92,0,92,92
3137,65135,3825 AND 3827 THIRD AVENUE,2014-05-19T00:00:00,2017-06-14T00:00:00,951780.0,3825,3 AVENUE,Bronx,10457.0,2029120026.0,2128564.0,BX-03,16,169.0,BX01,40.837902,-73.901416,40.83806,-73.90165,2017-06-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4
3136,65135,3825 AND 3827 THIRD AVENUE,2014-05-19T00:00:00,2017-06-14T00:00:00,951776.0,3827,3 AVENUE,Bronx,10457.0,2029120025.0,2128565.0,BX-03,16,169.0,BX01,40.837924,-73.901398,40.83811,-73.90160999999999,2017-06-14T00:00:00,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4
3129,50192,1790 Clinton Avenue,2014-05-28T00:00:00,2014-05-28T00:00:00,57041.0,1790,CLINTON AVENUE,Bronx,10457.0,2029480058.0,2009945.0,BX-06,17,36902.0,BX17,40.841938,-73.892848,40.84173,-73.892877,2014-05-28T00:00:00,Preservation,Yes,Non Prevailing Wage,16,0,11,0,0,0,27,0,0,0,0,0,0,0,27,0,27,27
3122,51249,2120 Mapes Avenue HDFC,2014-05-30T00:00:00,2017-06-13T00:00:00,94237.0,2120,MAPES AVENUE,Bronx,10460.0,2031110004.0,2012994.0,BX-06,15,36501.0,BX17,40.847122999999996,-73.885094,40.84701,-73.884855,2017-06-13T00:00:00,Preservation,No,Non Prevailing Wage,0,28,0,0,0,1,0,9,14,6,0,0,0,0,0,29,29,29
3121,50410,CAMBA. 331 Saratoga Ave. Bergen Saratoga,2014-06-03T00:00:00,2016-10-21T00:00:00,980814.0,331,SARATOGA AVENUE,Brooklyn,11233.0,3014470001.0,3413938.0,BK-16,41,303.0,BK79,40.674495,-73.916658,40.67452,-73.916189,2016-10-21T00:00:00,New Construction,No,Non Prevailing Wage,40,16,23,0,0,1,40,13,27,0,0,0,0,0,80,0,80,80
3119,50416,Logan Plaza,2014-06-04T00:00:00,2014-06-04T00:00:00,5558.0,1423,AMSTERDAM AVENUE,Manhattan,10027.0,1019700002.0,1075479.0,MN-09,9,21303.0,MN06,40.815832,-73.954465,40.81586,-73.953858,2014-06-04T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,26,0,103,1,0,75,49,6,0,0,0,0,130,0,130,130
3117,50294,Margarita Santos Apartments HDFC,2014-06-05T00:00:00,2017-02-07T00:00:00,87096.0,2147,HONEYWELL AVENUE,Bronx,10460.0,2031240066.0,2013169.0,BX-06,15,363.0,BX17,40.8462,-73.881405,40.8465,-73.881408,2017-02-07T00:00:00,Preservation,No,Non Prevailing Wage,0,6,25,0,0,0,0,1,24,6,0,0,0,0,31,0,31,31
3113,53254,Christopher Court,2014-06-11T00:00:00,2014-06-11T00:00:00,806839.0,599,MORRIS AVENUE,Bronx,10451.0,2024400001.0,2091242.0,BX-01,17,65.0,BX34,40.818490999999995,-73.922269,40.81872,-73.923295,2014-06-11T00:00:00,Preservation,Yes,Non Prevailing Wage,0,160,0,0,0,0,0,32,86,42,0,0,0,0,160,0,160,160
3111,50354,Ogden Ave.,2014-06-11T00:00:00,2014-06-11T00:00:00,807085.0,156,WEST 164 STREET,Bronx,10452.0,2025240050.0,2097173.0,BX-04,8,189.0,BX26,40.833021,-73.929736,40.83286,-73.92969599999999,2014-06-11T00:00:00,Preservation,Yes,Non Prevailing Wage,40,1,0,0,0,0,41,0,0,0,0,0,0,0,41,0,41,41
3107,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,808774.0,95,LUQUER STREET,Brooklyn,11231.0,3003730046.0,3323275.0,BK-06,39,65.0,BK33,40.677882000000004,-74.00106,40.67817,-74.001377,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
3106,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,387264.0,91,VERONA STREET,Brooklyn,11231.0,3005300010.0,3008383.0,BK-06,38,59.0,BK33,40.679663,-74.009338,40.67957,-74.009623,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,2,2,2,0,0,0,0,0,6,0,6,6
3105,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,341864.0,70,NELSON STREET,Brooklyn,11231.0,3005260020.0,3008351.0,BK-06,38,59.0,BK33,40.677811,-74.003486,40.67753,-74.003241,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
3104,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,341863.0,68,NELSON STREET,Brooklyn,11231.0,3005260020.0,3008350.0,BK-06,38,59.0,BK33,40.677822,-74.00352600000001,40.67753,-74.003241,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
3103,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,341859.0,60,NELSON STREET,Brooklyn,11231.0,3005260015.0,3008346.0,BK-06,38,59.0,BK33,40.677863,-74.003674,40.67763,-74.003612,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,2,1,1,2,0,0,0,0,6,0,6,6
3102,50193,Nelson Luquer,2014-06-13T00:00:00,2015-08-13T00:00:00,329481.0,93,LUQUER STREET,Brooklyn,11231.0,3003730046.0,3323276.0,BK-06,39,65.0,BK33,40.677890000000005,-74.00108900000001,40.67817,-74.001377,2015-08-13T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
3100,50360,Park & 196th Street,2014-06-16T00:00:00,2014-06-16T00:00:00,101343.0,4578,PARK AVENUE,Bronx,10458.0,2030390003.0,2011349.0,BX-06,15,385.0,BX01,40.856664,-73.893999,40.85652,-73.893591,2014-06-16T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,17,0,0,0,1,7,5,4,0,0,0,0,17,0,17,17
3099,50360,Park & 196th Street,2014-06-16T00:00:00,2014-06-16T00:00:00,67050.0,310,EAST 196 STREET,Bronx,10458.0,2032870062.0,2016628.0,BX-07,15,40502.0,BX05,40.866378999999995,-73.889963,40.86615,-73.890108,2014-06-16T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,27,0,0,0,0,22,4,1,0,0,0,0,27,0,27,27
3095,50353,Webster Ryer (aka Mid-Webster Renewal),2014-06-18T00:00:00,2016-02-19T00:00:00,844746.0,2382,WEBSTER AVENUE,Bronx,10458.0,2030310038.0,2011198.0,BX-06,15,38302.0,BX40,40.858193,-73.894315,40.85836,-73.893844,2016-02-19T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,0,5,3,0,0,0,0,8,0,8,8
3094,50353,Webster Ryer (aka Mid-Webster Renewal),2014-06-18T00:00:00,2016-02-19T00:00:00,120629.0,2406,WEBSTER AVENUE,Bronx,10458.0,2030320002.0,2011215.0,BX-06,15,38302.0,BX40,40.858953,-73.893822,40.85885,-73.893511,2016-02-19T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,1,5,2,0,0,0,0,8,0,8,8
3093,50353,Webster Ryer (aka Mid-Webster Renewal),2014-06-18T00:00:00,2016-02-19T00:00:00,120621.0,2372,WEBSTER AVENUE,Bronx,10458.0,2030310033.0,2011193.0,BX-06,15,38302.0,BX40,40.85802,-73.89442700000001,40.85791,-73.894123,2016-02-19T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,0,5,3,0,0,0,0,8,0,8,8
3092,50353,Webster Ryer (aka Mid-Webster Renewal),2014-06-18T00:00:00,2016-02-19T00:00:00,120575.0,2093,WEBSTER AVENUE,Bronx,10457.0,2031430124.0,2013313.0,BX-05,15,379.0,BX41,40.852253999999995,-73.898152,40.85246,-73.898401,2016-02-19T00:00:00,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,0,5,3,0,0,0,0,8,0,8,8
3091,50353,Webster Ryer (aka Mid-Webster Renewal),2014-06-18T00:00:00,2016-02-19T00:00:00,107804.0,2380,RYER AVENUE,Bronx,10458.0,2031520003.0,2013578.0,BX-05,15,23702.0,BX05,40.859415000000006,-73.89802900000001,40.85933,-73.897819,2016-02-19T00:00:00,Preservation,No,Non Prevailing Wage,0,0,36,0,0,0,0,19,17,0,0,0,0,0,36,0,36,36
3090,50330,626 First Avenue,2014-06-18T00:00:00,2018-07-03T00:00:00,951712.0,626,1 AVENUE,Manhattan,10016.0,1009670001.0,1089237.0,MN-06,4,8601.0,MN19,40.744972,-73.972634,40.74431,-73.971696,2018-07-03T00:00:00,New Construction,No,Non Prevailing Wage,0,0,160,0,0,0,43,66,41,10,0,0,0,0,160,0,160,761
3067,50352,Burnside Associates,2014-06-19T00:00:00,2018-04-17T00:00:00,97550.0,2314,MORRIS AVENUE,Bronx,10468.0,2031720008.0,2013884.0,BX-05,14,23703.0,BX40,40.858631,-73.90158000000001,40.85859,-73.90127700000001,2018-04-17T00:00:00,Preservation,No,Non Prevailing Wage,0,0,29,8,0,0,0,30,2,5,0,0,0,0,37,0,37,37
3066,50352,Burnside Associates,2014-06-19T00:00:00,2018-04-17T00:00:00,77186.0,54,EVELYN PLACE,Bronx,10468.0,2032090009.0,2014537.0,BX-07,14,253.0,BX30,40.859814,-73.905851,40.85955,-73.905772,2018-04-17T00:00:00,Preservation,No,Non Prevailing Wage,0,0,54,11,0,0,0,47,13,5,0,0,0,0,65,0,65,65
3065,50352,Burnside Associates,2014-06-19T00:00:00,2018-04-17T00:00:00,60498.0,2324,DAVIDSON AVENUE,Bronx,10468.0,2031980050.0,2014264.0,BX-07,14,239.0,BX40,40.859681,-73.904257,40.85947,-73.90418199999999,2018-04-17T00:00:00,Preservation,No,Non Prevailing Wage,0,0,12,5,0,0,0,0,6,11,0,0,0,0,17,0,17,17
3064,50258,New Walton,2014-06-19T00:00:00,2015-10-26T00:00:00,119162.0,2270,WALTON AVENUE,Bronx,10453.0,2031820019.0,2099975.0,BX-05,14,239.0,BX40,40.857841,-73.903103,40.857929999999996,-73.902749,2015-10-26T00:00:00,Preservation,No,Non Prevailing Wage,0,0,54,0,0,0,0,4,22,28,0,0,0,0,54,0,54,54
3063,50258,New Walton,2014-06-19T00:00:00,2015-10-26T00:00:00,119146.0,2240,WALTON AVENUE,Bronx,10453.0,2031820004.0,2088408.0,BX-05,14,239.0,BX40,40.857378000000004,-73.903386,40.857240000000004,-73.903166,2015-10-26T00:00:00,Preservation,No,Non Prevailing Wage,0,0,31,0,0,0,0,6,13,12,0,0,0,0,31,0,31,31
3062,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810109.0,2713,PITKIN AVENUE,Brooklyn,11208.0,3042130001.0,3342865.0,BK-05,42,1196.0,BK82,40.675387,-73.87208299999999,40.675740000000005,-73.8724,2016-01-20T00:00:00,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2
3061,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810108.0,2711,PITKIN AVENUE,Brooklyn,11208.0,3042130001.0,3342870.0,BK-05,42,1196.0,BK82,40.675382,-73.872137,40.675740000000005,-73.8724,2015-12-29T00:00:00,Preservation,No,Non Prevailing Wage,0,1,2,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3060,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810107.0,2707,PITKIN AVENUE,Brooklyn,11208.0,3042130001.0,3342868.0,BK-05,42,1196.0,BK82,40.675366,-73.872242,40.675740000000005,-73.8724,2015-12-28T00:00:00,Preservation,No,Non Prevailing Wage,0,1,1,0,0,1,0,0,1,2,0,0,0,0,3,0,3,3
3059,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810106.0,2705,PITKIN AVENUE,Brooklyn,11208.0,3042130001.0,3342867.0,BK-05,42,1196.0,BK82,40.675357,-73.87229599999999,40.675740000000005,-73.8724,2015-12-29T00:00:00,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3058,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810105.0,2703,PITKIN AVENUE,Brooklyn,11208.0,3042130001.0,3342866.0,BK-05,42,1196.0,BK82,40.675352000000004,-73.872346,40.675740000000005,-73.8724,2015-12-28T00:00:00,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3057,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810104.0,452,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342878.0,BK-05,42,1196.0,BK82,40.67617,-73.872114,40.67631,-73.87239100000001,2015-12-28T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3056,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810103.0,450,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342877.0,BK-05,42,1196.0,BK82,40.676208,-73.872125,40.67631,-73.87239100000001,2015-12-28T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3055,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810102.0,448,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342876.0,BK-05,42,1196.0,BK82,40.676249,-73.872135,40.67631,-73.87239100000001,2015-12-28T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3054,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810101.0,446,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342875.0,BK-05,42,1196.0,BK82,40.676288,-73.87214300000001,40.67631,-73.87239100000001,2015-12-24T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3053,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810100.0,444,EUCLID AVENUE,Brooklyn,11208.0,3042130001.0,3342874.0,BK-05,42,1196.0,BK82,40.676326,-73.872153,40.675740000000005,-73.8724,2015-12-24T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3052,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810099.0,442,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342873.0,BK-05,42,1196.0,BK82,40.676365000000004,-73.872164,40.67631,-73.87239100000001,2015-12-24T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3051,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810098.0,440,EUCLID AVENUE,Brooklyn,11208.0,3042130016.0,3342872.0,BK-05,42,1196.0,BK82,40.676403,-73.872171,40.67631,-73.87239100000001,2015-12-24T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3
3050,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810096.0,73,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342864.0,BK-05,42,1196.0,BK82,40.675627,-73.872742,40.675740000000005,-73.8724,2015-12-23T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3049,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810095.0,71,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342863.0,BK-05,42,1196.0,BK82,40.675672999999996,-73.872753,40.675740000000005,-73.8724,2015-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3048,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810094.0,69,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342862.0,BK-05,42,1196.0,BK82,40.67572,-73.872764,40.675740000000005,-73.8724,2015-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3047,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810093.0,67,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342861.0,BK-05,42,1196.0,BK82,40.675767,-73.872778,40.675740000000005,-73.8724,2015-12-30T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3046,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810092.0,65,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342860.0,BK-05,42,1196.0,BK82,40.675814,-73.872789,40.675740000000005,-73.8724,2015-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
3045,50207,MHANY East NY Partnership,2014-06-19T00:00:00,2016-01-20T00:00:00,810091.0,63,DOSCHER STREET,Brooklyn,11208.0,3042130001.0,3342507.0,BK-05,42,1196.0,BK82,40.67586,-73.8728,40.675740000000005,-73.8724,2015-12-22T00:00:00,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
